"id","mqtl_name","chromosome","trait","parameter","category","position_interval","parsed_start","parsed_end","inferred_unit","reason","reference","doi","source_file","needs_review"
"M02851","MQTL7A.4","7A","Multiple abiotic stress tolerance","Aluminium stress, Drought and heat stress, Drought stress, Heat stress, Pre-harvest sprouting, Salinity stress","Pre-harvest sprouting","85906404-102056948",85906404,102056948,"bp","contains value >= 1000 -> bp","Tanin, M. J., Saini, D. K., Sandhu, K. S., Pal, N., Gudi, S., Chaudhary, J., & Sharma, A. (2022). Consensus genomic regions associated with multiple abiotic stress tolerance in wheat and implications for wheat breeding. Scientific reports, 12(1), 13680.","https://www.nature.com/articles/s41598-022-18149-0","MQTL_all traitsV3.0_final",FALSE
"M02852","MQTL7A.5","7A","Multiple abiotic stress tolerance","Aluminium stress, Drought and heat stress, Drought stress, Heat stress, Pre-harvest sprouting, Salinity stress","Pre-harvest sprouting","146473376-159557364",146473376,159557364,"bp","contains value >= 1000 -> bp","Tanin, M. J., Saini, D. K., Sandhu, K. S., Pal, N., Gudi, S., Chaudhary, J., & Sharma, A. (2022). Consensus genomic regions associated with multiple abiotic stress tolerance in wheat and implications for wheat breeding. Scientific reports, 12(1), 13680.","https://www.nature.com/articles/s41598-022-18149-0","MQTL_all traitsV3.0_final",FALSE
"M02853","MQTL7A.6","7A","Multiple abiotic stress tolerance","Aluminium stress, Drought and heat stress, Drought stress, Heat stress, Pre-harvest sprouting, Salinity stress","Pre-harvest sprouting","143050026-143355340",143050026,143355340,"bp","contains value >= 1000 -> bp","Tanin, M. J., Saini, D. K., Sandhu, K. S., Pal, N., Gudi, S., Chaudhary, J., & Sharma, A. (2022). Consensus genomic regions associated with multiple abiotic stress tolerance in wheat and implications for wheat breeding. Scientific reports, 12(1), 13680.","https://www.nature.com/articles/s41598-022-18149-0","MQTL_all traitsV3.0_final",FALSE
"M02854","MQTL7A.7","7A","Multiple abiotic stress tolerance","Drought and heat stress, Drought stress, Heat stress, Pre-harvest sprouting, Salinity stress, Water-logging stress","Pre-harvest sprouting","168459544-184651515",168459544,184651515,"bp","contains value >= 1000 -> bp","Tanin, M. J., Saini, D. K., Sandhu, K. S., Pal, N., Gudi, S., Chaudhary, J., & Sharma, A. (2022). Consensus genomic regions associated with multiple abiotic stress tolerance in wheat and implications for wheat breeding. Scientific reports, 12(1), 13680.","https://www.nature.com/articles/s41598-022-18149-0","MQTL_all traitsV3.0_final",FALSE
"M02855","MQTL7A.8","7A","Multiple abiotic stress tolerance","Heat stress, Pre-harvest sprouting, Salinity stress, Water-logging stress","Pre-harvest sprouting","150886826-281376155",150886826,281376155,"bp","contains value >= 1000 -> bp","Tanin, M. J., Saini, D. K., Sandhu, K. S., Pal, N., Gudi, S., Chaudhary, J., & Sharma, A. (2022). Consensus genomic regions associated with multiple abiotic stress tolerance in wheat and implications for wheat breeding. Scientific reports, 12(1), 13680.","https://www.nature.com/articles/s41598-022-18149-0","MQTL_all traitsV3.0_final",FALSE
"M02856","MQTL7A.9","7A","Multiple abiotic stress tolerance","Drought stress, Heat stress, Salinity stress","Abiotic stress","647308576-700484041",647308576,700484041,"bp","contains value >= 1000 -> bp","Tanin, M. J., Saini, D. K., Sandhu, K. S., Pal, N., Gudi, S., Chaudhary, J., & Sharma, A. (2022). Consensus genomic regions associated with multiple abiotic stress tolerance in wheat and implications for wheat breeding. Scientific reports, 12(1), 13680.","https://www.nature.com/articles/s41598-022-18149-0","MQTL_all traitsV3.0_final",FALSE
"M02857","MQTL7A.10","7A","Multiple abiotic stress tolerance","Drought stress, Heat stress, Salinity stress","Abiotic stress","712831574-714595005",712831574,714595005,"bp","contains value >= 1000 -> bp","Tanin, M. J., Saini, D. K., Sandhu, K. S., Pal, N., Gudi, S., Chaudhary, J., & Sharma, A. (2022). Consensus genomic regions associated with multiple abiotic stress tolerance in wheat and implications for wheat breeding. Scientific reports, 12(1), 13680.","https://www.nature.com/articles/s41598-022-18149-0","MQTL_all traitsV3.0_final",FALSE
"M02858","MQTL7B.1","7B","Multiple abiotic stress tolerance","Aluminium stress, Drought and heat stress, Heat stress","Abiotic stress","640690508-640715688",640690508,640715688,"bp","contains value >= 1000 -> bp","Tanin, M. J., Saini, D. K., Sandhu, K. S., Pal, N., Gudi, S., Chaudhary, J., & Sharma, A. (2022). Consensus genomic regions associated with multiple abiotic stress tolerance in wheat and implications for wheat breeding. Scientific reports, 12(1), 13680.","https://www.nature.com/articles/s41598-022-18149-0","MQTL_all traitsV3.0_final",FALSE
"M02859","MQTL7B.2","7B","Multiple abiotic stress tolerance","Aluminium stress, Drought and heat stress, Drought stress, Heat stress, Salinity stress","Abiotic stress","673961430-675149622",673961430,675149622,"bp","contains value >= 1000 -> bp","Tanin, M. J., Saini, D. K., Sandhu, K. S., Pal, N., Gudi, S., Chaudhary, J., & Sharma, A. (2022). Consensus genomic regions associated with multiple abiotic stress tolerance in wheat and implications for wheat breeding. Scientific reports, 12(1), 13680.","https://www.nature.com/articles/s41598-022-18149-0","MQTL_all traitsV3.0_final",FALSE
"M02860","MQTL7B.3","7B","Multiple abiotic stress tolerance","Aluminium stress, Drought and heat stress, Drought stress, Heat stress, Pre-harvest sprouting, Salinity stress, Water-logging stress","Pre-harvest sprouting","675149622-676144771",675149622,676144771,"bp","contains value >= 1000 -> bp","Tanin, M. J., Saini, D. K., Sandhu, K. S., Pal, N., Gudi, S., Chaudhary, J., & Sharma, A. (2022). Consensus genomic regions associated with multiple abiotic stress tolerance in wheat and implications for wheat breeding. Scientific reports, 12(1), 13680.","https://www.nature.com/articles/s41598-022-18149-0","MQTL_all traitsV3.0_final",FALSE
"M02861","MQTL7B.4","7B","Multiple abiotic stress tolerance","Drought and heat stress, Drought stress, Heat stress, Pre-harvest sprouting, Salinity stress, Water-logging stress","Pre-harvest sprouting","678029830-679794034",678029830,679794034,"bp","contains value >= 1000 -> bp","Tanin, M. J., Saini, D. K., Sandhu, K. S., Pal, N., Gudi, S., Chaudhary, J., & Sharma, A. (2022). Consensus genomic regions associated with multiple abiotic stress tolerance in wheat and implications for wheat breeding. Scientific reports, 12(1), 13680.","https://www.nature.com/articles/s41598-022-18149-0","MQTL_all traitsV3.0_final",FALSE
"M02862","MQTL7B.5","7B","Multiple abiotic stress tolerance","Drought and heat stress, Pre-harvest sprouting, Salinity stress","Pre-harvest sprouting","702234037-708482387",702234037,708482387,"bp","contains value >= 1000 -> bp","Tanin, M. J., Saini, D. K., Sandhu, K. S., Pal, N., Gudi, S., Chaudhary, J., & Sharma, A. (2022). Consensus genomic regions associated with multiple abiotic stress tolerance in wheat and implications for wheat breeding. Scientific reports, 12(1), 13680.","https://www.nature.com/articles/s41598-022-18149-0","MQTL_all traitsV3.0_final",FALSE
"M02863","MQTL7D.1","7D","Multiple abiotic stress tolerance","Drought and heat stress, Drought stress, Heat stress, Pre-harvest sprouting, Salinity stress, Water-logging stress","Pre-harvest sprouting","17253139-76731700",17253139,76731700,"bp","contains value >= 1000 -> bp","Tanin, M. J., Saini, D. K., Sandhu, K. S., Pal, N., Gudi, S., Chaudhary, J., & Sharma, A. (2022). Consensus genomic regions associated with multiple abiotic stress tolerance in wheat and implications for wheat breeding. Scientific reports, 12(1), 13680.","https://www.nature.com/articles/s41598-022-18149-0","MQTL_all traitsV3.0_final",FALSE
"M02864","MQTL7D.2","7D","Multiple abiotic stress tolerance","Drought and heat stress, Drought stress, Heat stress, Pre-harvest sprouting, Salinity stress, Water-logging stress","Pre-harvest sprouting","92570686-94449911",92570686,94449911,"bp","contains value >= 1000 -> bp","Tanin, M. J., Saini, D. K., Sandhu, K. S., Pal, N., Gudi, S., Chaudhary, J., & Sharma, A. (2022). Consensus genomic regions associated with multiple abiotic stress tolerance in wheat and implications for wheat breeding. Scientific reports, 12(1), 13680.","https://www.nature.com/articles/s41598-022-18149-0","MQTL_all traitsV3.0_final",FALSE
"M02865","MQTL7D.3","7D","Multiple abiotic stress tolerance","Aluminium stress, Drought and heat stress, Drought stress, Heat stress, Pre-harvest sprouting, Salinity stress","Pre-harvest sprouting","100751155-101580823",100751155,101580823,"bp","contains value >= 1000 -> bp","Tanin, M. J., Saini, D. K., Sandhu, K. S., Pal, N., Gudi, S., Chaudhary, J., & Sharma, A. (2022). Consensus genomic regions associated with multiple abiotic stress tolerance in wheat and implications for wheat breeding. Scientific reports, 12(1), 13680.","https://www.nature.com/articles/s41598-022-18149-0","MQTL_all traitsV3.0_final",FALSE
"M02866","MQTL7D.4","7D","Multiple abiotic stress tolerance","Heat stress, Salinity stress","Abiotic stress","602901147-610815863",602901147,610815863,"bp","contains value >= 1000 -> bp","Tanin, M. J., Saini, D. K., Sandhu, K. S., Pal, N., Gudi, S., Chaudhary, J., & Sharma, A. (2022). Consensus genomic regions associated with multiple abiotic stress tolerance in wheat and implications for wheat breeding. Scientific reports, 12(1), 13680.","https://www.nature.com/articles/s41598-022-18149-0","MQTL_all traitsV3.0_final",FALSE
"M02867","durumMQTL1A.1","1A","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","2.1-5",2.1,5,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02868","durumMQTL1A.2","1A","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","41.2-50.9",41.2,50.9,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02869","durumMQTL1A.3","1A","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","90.1-95.4",90.1,95.4,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02870","durumMQTL1A.4","1A","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","139.3-144.6",139.3,144.6,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02871","durumMQTL1B.1","1B","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","16.5-17.4",16.5,17.4,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02872","durumMQTL1B.2","1B","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","28.2-30.5",28.2,30.5,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02873","durumMQTL1B.3","1B","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","52.9-57.8",52.9,57.8,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02874","durumMQTL1B.4","1B","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","92.5-98.1",92.5,98.1,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02875","durumMQTL1B.5","1B","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","116.2-119",116.2,119,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02876","durumMQTL1B.6","1B","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","149.8-152.7",149.8,152.7,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02877","durumMQTL2A.1","2A","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","4.9-11.6",4.9,11.6,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02878","durumMQTL2A.2","2A","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","36.1-42.3",36.1,42.3,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02879","durumMQTL2A.3","2A","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","48.8-52.9",48.8,52.9,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02880","durumMQTL2A.4","2A","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","103.1-106.1",103.1,106.1,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02881","durumMQTL2A.5","2A","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","123.6-128.5",123.6,128.5,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02882","durumMQTL2A.6","2A","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","133.5-136.9",133.5,136.9,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02883","durumMQTL2B.1","2B","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","10.4-11.2",10.4,11.2,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02884","durumMQTL2B.2","2B","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","55.4-62.7",55.4,62.7,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02885","durumMQTL2B.3","2B","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","87.5-94.6",87.5,94.6,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02886","durumMQTL2B.4","2B","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","100.5-105.3",100.5,105.3,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02887","durumMQTL2B.5","2B","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","112-118",112,118,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02888","durumMQTL2B.6","2B","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","124.4-128.9",124.4,128.9,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02889","durumMQTL2B.7","2B","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","145.8-149.1",145.8,149.1,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02890","durumMQTL2B.8","2B","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","183.2-183.5",183.2,183.5,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02891","durumMQTL3A.1","3A","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","58.4-65.1",58.4,65.1,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02892","durumMQTL3A.2","3A","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","80.4-87.1",80.4,87.1,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02893","durumMQTL3A.3","3A","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","117.7-129.4",117.7,129.4,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02894","durumMQTL3A.4","3A","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","148.9-151.6",148.9,151.6,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02895","durumMQTL3B.1","3B","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","5.5-7.2",5.5,7.2,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02896","durumMQTL3B.2","3B","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","42.7-48.8",42.7,48.8,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02897","durumMQTL3B.3","3B","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","63.9-70.1",63.9,70.1,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02898","durumMQTL3B.4","3B","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","89.2-94.2",89.2,94.2,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02899","durumMQTL3B.5","3B","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","157.7-162.1",157.7,162.1,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02900","durumMQTL3B.6","3B","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","195.2-198.1",195.2,198.1,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02901","durumMQTL4A.1","4A","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","40.3-47.7",40.3,47.7,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02902","durumMQTL4A.2","4A","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","67.8-75.4",67.8,75.4,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02903","durumMQTL4A.3","4A","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","90.2-95.2",90.2,95.2,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02904","durumMQTL4A.4","4A","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","108.7-116.1",108.7,116.1,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02905","durumMQTL4A.5","4A","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","151.2-157.9",151.2,157.9,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02906","durumMQTL4B.1","4B","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","10.5-12.6",10.5,12.6,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
"M02907","durumMQTL4B.2","4B","Biotic, abiotic stress and quality","Biotic, abiotic stress and quality","Quality traits","15.5-18.7",15.5,18.7,"cM","all values < 1000 -> cM","Soriano, J. M., Colasuonno, P., Marcotuli, I., & Gadaleta, A. (2021). Meta-QTL analysis and identification of candidate genes for quality, abiotic and biotic stress in durum wheat. Scientific Reports, 11(1), 11877.","https://doi.org/10.1038/s41598-021-91446-2","MQTL_all traitsV3.0_final",FALSE
