id,species,trait,parameter,cross,population,method,qtl1,chromosome1,position_interval1,markers1,qtl2,chromosome2,position_interval2,markers2,lod,pve,reference,doi,source_file
E00985,Triticum aestivum,Morphological Trait,Root Fresh Weight,,,,,Un,55.1312,AX-111672799-AX-94460833,,Un,,,,1.0088,,,Epistatic QTLs_v3.0
E00986,Triticum aestivum,Morphological Trait,Root Fresh Weight,,,,,Un,606.9098,AX-109544265-AX-108745653,,Un,,,,1.0156,,,Epistatic QTLs_v3.0
E00987,Triticum aestivum,Morphological Trait,Root Fresh Weight,,,,,Un,520.0805,AX-94785859-AX-111163387,,Un,,,,0.9928,,,Epistatic QTLs_v3.0
E00988,Triticum aestivum,Morphological Trait,Root Fresh Weight,,,,,Un,390.763,AX-109416489-AX-111049355,,Un,,,,4.5707,,,Epistatic QTLs_v3.0
E00989,Triticum aestivum,Morphological Trait,Median Root Length,,,,,2D,25,AX-108767381-AX-111722527,,2D,,,,16.5613,,,Epistatic QTLs_v3.0
E00990,Triticum aestivum,Morphological Trait,Median Root Length,,,,,2B,25,AX-109548273-AX-109577269,,2B,,,,22.0288,,,Epistatic QTLs_v3.0
E00991,Triticum aestivum,Morphological Trait,Median Root Length,,,,,5A,30,AX-109916689-AX-110006805,,5A,,,,18.8155,,,Epistatic QTLs_v3.0
E00992,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,185.1613,AX-95170745-AX-94698465,,Un,,,,1.7143,,,Epistatic QTLs_v3.0
E00993,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,395.3226,AX-109846736-AX-111116044,,Un,,,,1.6495,,,Epistatic QTLs_v3.0
E00994,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,470.6189,AX-111175690-AX-109382782,,Un,,,,1.6225,,,Epistatic QTLs_v3.0
E00995,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,65.3226,AX-108822507-AX-94627936,,Un,,,,1.6595,,,Epistatic QTLs_v3.0
E00996,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,67.7876,AX-109525349-AX-109904893,,Un,,,,1.4584,,,Epistatic QTLs_v3.0
E00997,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,140.0577,AX-86185539-AX-108940544,,Un,,,,0.3077,,,Epistatic QTLs_v3.0
E00998,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,300.763,AX-94495161-AX-109416489,,Un,,,,1.8107,,,Epistatic QTLs_v3.0
E00999,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,130.763,AX-111661409-AX-110484697,,Un,,,,1.7209,,,Epistatic QTLs_v3.0
E01000,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,195.3226,AX-108822507-AX-94627936,,Un,,,,1.7671,,,Epistatic QTLs_v3.0
E01001,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,475.1343,AX-109829676-AX-95097609,,Un,,,,1.6832,,,Epistatic QTLs_v3.0
E01002,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,200.4398,AX-109452186-AX-108821954,,Un,,,,1.7715,,,Epistatic QTLs_v3.0
E01003,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,506.9098,AX-111591351-AX-94881516,,Un,,,,1.819,,,Epistatic QTLs_v3.0
E01004,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,475.1343,AX-109829676-AX-95097609,,Un,,,,1.6347,,,Epistatic QTLs_v3.0
E01005,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,405.0577,AX-110115984-AX-109955500,,Un,,,,1.4885,,,Epistatic QTLs_v3.0
E01006,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,5.1312,AX-110063323-AX-108920530,,Un,,,,0.3194,,,Epistatic QTLs_v3.0
E01007,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,530.763,AX-111523636-AX-94485283,,Un,,,,0.3802,,,Epistatic QTLs_v3.0
E01008,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,125.7647,AX-110068322-AX-110007311,,Un,,,,1.5624,,,Epistatic QTLs_v3.0
E01009,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,30.6189,AX-89489968-AX-89648518,,Un,,,,0.3601,,,Epistatic QTLs_v3.0
E01010,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,475.1343,AX-109829676-AX-95097609,,Un,,,,1.6725,,,Epistatic QTLs_v3.0
E01011,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,300.763,AX-94495161-AX-109416489,,Un,,,,1.7594,,,Epistatic QTLs_v3.0
E01012,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,180.4398,AX-109452186-AX-108821954,,Un,,,,1.7015,,,Epistatic QTLs_v3.0
E01013,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,705.0577,AX-108751787-AX-111192228,,Un,,,,0.352,,,Epistatic QTLs_v3.0
E01014,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,116.9098,AX-111163489-AX-111591351,,Un,,,,1.7536,,,Epistatic QTLs_v3.0
E01015,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,455.7005,AX-109493306-AX-109473770,,Un,,,,1.7583,,,Epistatic QTLs_v3.0
E01016,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,475.1343,AX-109829676-AX-95097609,,Un,,,,1.6446,,,Epistatic QTLs_v3.0
E01017,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,85.1312,AX-110438204-AX-109932820,,Un,,,,1.4952,,,Epistatic QTLs_v3.0
E01018,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,85.1312,AX-110438204-AX-109932820,,Un,,,,1.5511,,,Epistatic QTLs_v3.0
E01019,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,85.1312,AX-110438204-AX-109932820,,Un,,,,1.5363,,,Epistatic QTLs_v3.0
E01020,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,46.7467,AX-109303093-AX-110234653,,Un,,,,0.3686,,,Epistatic QTLs_v3.0
E01021,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,455.7005,AX-109493306-AX-109473770,,Un,,,,1.7866,,,Epistatic QTLs_v3.0
E01022,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,25.7647,AX-109941055-AX-94668801,,Un,,,,0.9922,,,Epistatic QTLs_v3.0
E01023,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,85.1312,AX-110438204-AX-109932820,,Un,,,,1.5133,,,Epistatic QTLs_v3.0
E01024,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,300.763,AX-94495161-AX-109416489,,Un,,,,1.7868,,,Epistatic QTLs_v3.0
E01025,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,186.9098,AX-111163489-AX-111591351,,Un,,,,1.7803,,,Epistatic QTLs_v3.0
E01026,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,295.763,AX-94495161-AX-109416489,,Un,,,,1.7898,,,Epistatic QTLs_v3.0
E01027,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,345.763,AX-94495161-AX-109416489,,Un,,,,1.7275,,,Epistatic QTLs_v3.0
E01028,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,216.9098,AX-111163489-AX-111591351,,Un,,,,1.8047,,,Epistatic QTLs_v3.0
E01029,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,305.763,AX-94495161-AX-109416489,,Un,,,,1.8173,,,Epistatic QTLs_v3.0
E01030,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,215.3226,AX-108822507-AX-94627936,,Un,,,,1.8048,,,Epistatic QTLs_v3.0
E01031,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,490.3226,AX-109846736-AX-111116044,,Un,,,,1.8893,,,Epistatic QTLs_v3.0
E01032,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,355.4398,AX-108821954-AX-110689037,,Un,,,,1.7539,,,Epistatic QTLs_v3.0
E01033,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,440.7005,AX-109493306-AX-109473770,,Un,,,,1.8025,,,Epistatic QTLs_v3.0
E01034,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,561.9098,AX-111591351-AX-94881516,,Un,,,,1.7736,,,Epistatic QTLs_v3.0
E01035,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,120.1613,AX-94544160-AX-95170745,,Un,,,,2.0115,,,Epistatic QTLs_v3.0
E01036,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,372.1675,AX-109649919-AX-110038137,,Un,,,,1.7635,,,Epistatic QTLs_v3.0
E01037,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,345.763,AX-94495161-AX-109416489,,Un,,,,4.3947,,,Epistatic QTLs_v3.0
E01038,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,70.0805,AX-111428736-AX-109516184,,Un,,,,1.1181,,,Epistatic QTLs_v3.0
E01039,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,692.1675,AX-110430627-AX-110483848,,Un,,,,2.0244,,,Epistatic QTLs_v3.0
E01040,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,711.9098,AX-108781957-AX-95079762,,Un,,,,1.1487,,,Epistatic QTLs_v3.0
E01041,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,20.4398,AX-109349057-AX-109983482,,Un,,,,1.1067,,,Epistatic QTLs_v3.0
E01042,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,571.9098,AX-110526171-AX-111830901,,Un,,,,2.3717,,,Epistatic QTLs_v3.0
E01043,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,365.1312,AX-111140826-AX-109827706,,Un,,,,1.4296,,,Epistatic QTLs_v3.0
E01044,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,610.763,AX-109649512-AX-111540751,,Un,,,,1.1872,,,Epistatic QTLs_v3.0
E01045,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,471.9536,AX-111494125-AX-109851571,,Un,,,,1.1624,,,Epistatic QTLs_v3.0
E01046,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,650.7647,AX-108891753-AX-109974459,,Un,,,,0.8928,,,Epistatic QTLs_v3.0
E01047,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,480.1343,AX-108821534-AX-94386946,,Un,,,,0.8074,,,Epistatic QTLs_v3.0
E01048,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,165.4398,AX-109452186-AX-108821954,,Un,,,,3.9365,,,Epistatic QTLs_v3.0
E01049,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,266.9098,AX-111163489-AX-111591351,,Un,,,,3.9137,,,Epistatic QTLs_v3.0
E01050,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,435.6189,AX-110368685-AX-110100651,,Un,,,,0.9299,,,Epistatic QTLs_v3.0
E01051,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,687.1675,AX-109846305-AX-109354651,,Un,,,,3.9804,,,Epistatic QTLs_v3.0
E01052,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,530.1312,AX-109621748-AX-109429774,,Un,,,,0.8988,,,Epistatic QTLs_v3.0
E01053,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,460.1312,AX-110584782-AX-111178015,,Un,,,,1.131,,,Epistatic QTLs_v3.0
E01054,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,636.7467,AX-110475509-AX-109949983,,Un,,,,4.0152,,,Epistatic QTLs_v3.0
E01055,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,35.928,AX-110525526-AX-109362948,,Un,,,,0.9027,,,Epistatic QTLs_v3.0
E01056,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,686.9098,AX-110614619-AX-109388589,,Un,,,,1.0842,,,Epistatic QTLs_v3.0
E01057,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,185.1613,AX-95170745-AX-94698465,,Un,,,,1.6706,,,Epistatic QTLs_v3.0
E01058,Triticum aestivum,Morphological Trait,Median Root Length,,,,,Un,682.1675,AX-111740244-AX-111066962,,Un,,,,1.5054,,,Epistatic QTLs_v3.0
E01059,Triticum aestivum,Morphological Trait,Root Length,,,,,1D,,Xgdm126,,1D,,,,2.28,,,Epistatic QTLs_v3.0
E01060,Triticum aestivum,Morphological Trait,Root Length,,,,,1D,,Xgdm126,,1D,,,,2.42,,,Epistatic QTLs_v3.0
E01061,Triticum aestivum,Morphological Trait,Root Length,,,,,1D,,Xgdm126,,1D,,,,6.18,,,Epistatic QTLs_v3.0
E01062,Triticum aestivum,Morphological Trait,Root length,,,,,4B,55,AX-111477393-AX-110398050,,4B,,,,4.53,,,Epistatic QTLs_v3.0
E01063,Triticum aestivum,Morphological Trait,Root Numbers,,,,,Un,100.928,AX-111582736-AX-110040923,,Un,,,,2.0044,,,Epistatic QTLs_v3.0
E01064,Triticum aestivum,Morphological Trait,Root Numbers,,,,,Un,150.0805,AX-95008504-AX-108737097,,Un,,,,1.7327,,,Epistatic QTLs_v3.0
E01065,Triticum aestivum,Morphological Trait,Root Numbers,,,,,Un,550.6189,AX-110824131-AX-110057856,,Un,,,,3.184,,,Epistatic QTLs_v3.0
E01066,Triticum aestivum,Morphological Trait,Root Numbers,,,,,Un,435.1312,AX-110391018-AX-110173584,,Un,,,,2.4314,,,Epistatic QTLs_v3.0
E01067,Triticum aestivum,Morphological Trait,Root Numbers,,,,,Un,375.1343,AX-109864377-AX-111484181,,Un,,,,1.805,,,Epistatic QTLs_v3.0
E01068,Triticum aestivum,Morphological Trait,Root Numbers,,,,,Un,495.0105,AX-110946179-AX-110984090,,Un,,,,2.1472,,,Epistatic QTLs_v3.0
E01069,Triticum aestivum,Morphological Trait,Root Numbers,,,,,Un,807.1675,AX-111097357-AX-108892020,,Un,,,,2.241,,,Epistatic QTLs_v3.0
E01070,Triticum aestivum,Morphological Trait,Root Numbers,,,,,Un,295.6189,AX-110399580-AX-111260934,,Un,,,,2.7338,,,Epistatic QTLs_v3.0
E01071,Triticum aestivum,Morphological Trait,Root Numbers,,,,,Un,455.1343,AX-109530293-AX-109352933,,Un,,,,1.9353,,,Epistatic QTLs_v3.0
E01072,Triticum aestivum,Morphological Trait,Root Numbers,,,,,Un,255.3226,AX-108822507-AX-94627936,,Un,,,,7.1083,,,Epistatic QTLs_v3.0
E01073,Triticum aestivum,Morphological Trait,Root Numbers,,,,,Un,187.1675,AX-111672319-AX-109913603,,Un,,,,2.9718,,,Epistatic QTLs_v3.0
E01074,Triticum aestivum,Morphological Trait,Root Numbers,,,,,Un,635.6679,AX-108761227-AX-109330975,,Un,,,,2.3148,,,Epistatic QTLs_v3.0
E01075,Triticum aestivum,Morphological Trait,Root Numbers,,,,,Un,217.1675,AX-110073730-AX-109409051,,Un,,,,2.1433,,,Epistatic QTLs_v3.0
E01076,Triticum aestivum,Morphological Trait,Root Numbers,,,,,Un,175.763,AX-111661409-AX-110484697,,Un,,,,3.3769,,,Epistatic QTLs_v3.0
E01077,Triticum aestivum,Morphological Trait,Root Numbers,,,,,Un,595.0105,AX-110551366-AX-110946537,,Un,,,,1.0328,,,Epistatic QTLs_v3.0
E01078,Triticum aestivum,Morphological Trait,Root Numbers,,,,,Un,680.3226,AX-109038715-AX-109019393,,Un,,,,0.903,,,Epistatic QTLs_v3.0
E01079,Triticum aestivum,Morphological Trait,Root Numbers,,,,,Un,530.7005,AX-109295336-AX-109842571,,Un,,,,0.9239,,,Epistatic QTLs_v3.0
E01080,Triticum aestivum,Morphological Trait,Root Numbers,,,,,Un,305.1343,AX-110490771-AX-111584875,,Un,,,,1.6674,,,Epistatic QTLs_v3.0
E01081,Triticum aestivum,Morphological Trait,Root Numbers,,,,,Un,556.7467,AX-89716596-AX-111709709,,Un,,,,0.8969,,,Epistatic QTLs_v3.0
E01082,Triticum aestivum,Morphological Trait,Root Numbers,,,,,Un,790.0577,AX-110444554-AX-109471163,,Un,,,,1.7559,,,Epistatic QTLs_v3.0
E01083,Triticum aestivum,Morphological Trait,Root Numbers,,,,,Un,220.6679,AX-109892357-AX-111597712,,Un,,,,1.0637,,,Epistatic QTLs_v3.0
E01084,Triticum aestivum,Morphological Trait,total root tip number,,,,,1D,100,AX-108813568-AX-111342069,,1D,,,,9.64,,,Epistatic QTLs_v3.0
E01085,Triticum aestivum,Morphological Trait,lateral root tip number,,,,,1D,100,AX-108813568-AX-111342069,,1D,,,,9.8,,,Epistatic QTLs_v3.0
E01086,Triticum aestivum,Morphological Trait,Tiller Number,,,,,2A,65,AX-110464869-AX-110074851,,2A,,,,2.9,,,Epistatic QTLs_v3.0
E01087,Triticum aestivum,Morphological Trait,Tiller Number,,,,,7B,25,AX-111450645-AX-110991982,,7B,,,,7.65,,,Epistatic QTLs_v3.0
E01088,Triticum aestivum,Zink content,Grain Zn content,,,,,2A,CIM,EQZn-2A1,,2A,,,,,,,Epistatic QTLs_v3.0
E01089,Triticum aestivum,Zink content,Grain Zn content,,,,,2A,CIM,EQZn-2A2,,2A,,,,,,,Epistatic QTLs_v3.0
E01090,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.2B,2B,20,"chr2B_18621222, chr2B_19448507",Qhd.tamu.5B,5B,35,"chr5B_592211698, chr5B_594137409",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01091,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.3B,3B,0,"chr3B_25416402, chr3B_25533752",Qhd.tamu.5B,5B,60,"chr5B_659029395, chr5B_659973318",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01092,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.1A,1A,20,"chr1A_536622753, chr1A_544076998",Qhd.tamu.5A,5A,75,"chr5A_456261322, chr5A_471688493",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01093,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.1A,1A,20,"chr1A_22608630, chr1A_22934718",Qhd.tamu.2D,2D,0,"chr2D_15967462, chr2D_16239282",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01094,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.1A,1A,55,"chr1A_560339128, chr1A_561306007",Qhd.tamu.6B,6B,5,"chr6B_12721235, chr6B_14331190",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01095,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.1D,1D,75,"chr1D_412504493, chr1D_411312538",Qhd.tamu.5A,5A,70,"chr5A_672823928, chr5A_678294082",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01096,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.5A,5A,10,"chr5A_584664469, chr5A_597084613",Qhd.tamu.6A,6A,0,"chr6A_595061983, chr6A_597944195",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01097,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.1A,1A,0,"chr1A_503450631, chr1A_504089876",Qhd.tamu.2D,2D,5,"chr2D_21535446, chr2D_24954816",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01098,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.5A,5A,30,"chr5A_633284206, chr5A_663832890",Qhd.tamu.5B,5B,80,"chr5B_679029342, chr5B_680234342",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01099,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.5A,5A,85,"chr5A_476356601, chr5A_480477514",Qhd.tamu.7A,7A,15,"chr7A_533596187, chr7A_539327960",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01100,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.5A,5A,65,"chr5A_439561124, chr5A_456261263",Qhd.tamu.7B,7B,25,"chr7B_699139846, chr7B_701672367",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01101,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.2D,2D,50,"chr2D_57148132, chr2D_58740240",Qhd.tamu.7B,7B,85,"chr7B_742285043, chr7B_742285110",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01102,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.2D,2D,40,"chr2D_44894266, chr2D_56646794",Qhd.tamu.5B,5B,80,"chr5B_418509797, chr5B_461597800",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01103,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.5A,5A,0,"chr5A_579325088, chr5A_580553868",Qhd.tamu.7A,7A,10,"chr7A_306220818, chr7A_379923831",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01104,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.1A,1A,80,"chr1A_582694261, chr1A_585686156",Qhd.tamu.5A,5A,60,"chr5A_666598497, chr5A_666702194",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01105,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.5B,5B,55,"chr5B_652567974, chr5B_653425957",Qhd.tamu.6D,6D,10,"chr6D_18671500, chr6D_23768989",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01106,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.1D,1D,10,"chr1D_4721261, chr1D_9865388",Qhd.tamu.3A,3A,0,"chr3A_556341745, chr3A_574179133",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01107,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.3A,3A,75,"chr3A_699533973, chr3A_723348071",Qhd.tamu.6A,6A,40,"chr6A_12087589, chr6A_23415012",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01108,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.1D,1D,0,"chr1D_4721261, chr1D_9865388",Qhd.tamu.5A,5A,25,"chr5A_10899038, chr5A_18653270",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01109,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.5A,5A,70,"chr5A_456261322, chr5A_471688493",Qhd.tamu.5B,5B,25,"chr5B_536525932, chr5B_580976799",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01110,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.6A,6A,10,"chr6A_3776825, chr6A_5569348",Qhd.tamu.7B,7B,5,"chr7B_682378305, chr7B_682921368",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01111,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.4A,4A,15,"chr4A_30316423, chr4A_37829974",Qhd.tamu.5A,5A,30,"chr5A_18653400, chr5A_47121484",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01112,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.1D,1D,20,"chr1D_9809877, chr1D_10218423",Qhd.tamu.6A,6A,5,"chr6A_595061983, chr6A_597944195",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01113,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.1B,1B,5,"chr1B_651545461, chr1B_662014071",Qhd.tamu.7B,7B,0,"chr7B_10959205, chr7B_11703747",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01114,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.1B,1B,30,"chr1B_683266424, chr1B_686867708",Qhd.tamu.5B,5B,0,"chr5B_535114133, chr5B_536520005",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01115,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.2B,2B,175,"chr2B_727690667, chr2B_732350824",Qhd.tamu.5A,5A,75,"chr5A_685736403, chr5A_688302437",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01116,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.4A,4A,10,"chr4A_17844589, chr4A_29081432",Qhd.tamu.4A,4A,20,"chr4A_38374439, chr4A_38673991",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01117,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.5A,5A,95,"chr5A_487764169, chr5A_488416614",Qhd.tamu.5B,5B,60,"chr5B_38508182, chr5B_48296029",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01118,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.2D,2D,50,"chr2D_57148132, chr2D_58740240",Qhd.tamu.5A,5A,25,"chr5A_613572934, chr5A_631682129",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01119,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.3B,3B,120,"chr3B_791862603, chr3B_799714911",Qhd.tamu.6B,6B,20,"chr6B_17377808, chr6B_22887198",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01120,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.2B,2B,160,"chr2B_706876539, chr2B_708129024",Qhd.tamu.7A,7A,60,"chr7A_671239519, chr7A_672045442",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01121,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.5B,5B,65,"chr5B_669020900, chr5B_669448557",Qhd.tamu.5B,5B,75,"chr5B_672252349, chr5B_672858830",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01122,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.2B,2B,0,"chr2B_6264495, chr2B_6253672",Qhd.tamu.2B,2B,95,"chr2B_104301918, chr2B_104301722",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01123,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.1A,1A,20,"chr1A_536622753, chr1A_544076998",Qhd.tamu.6A,6A,20,"chr6A_602914081, chr6A_609428285",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
