gene_id,chromosome,genome,start,end,n_homoeolog_partners,retention_class,gc_content
TraesCS5D02G096000,5D,D,105619667,105620862,1,partial,48.75
TraesCS5D02G096100,5D,D,106519067,106519423,2,triad,78.71
TraesCS5D02G096200,5D,D,106519841,106525422,2,triad,47.6
TraesCS5D02G096300,5D,D,106658090,106661501,2,triad,47.68
TraesCS5D02G096400,5D,D,106682029,106684691,2,triad,51.18
TraesCS5D02G096500,5D,D,106940216,106940728,2,triad,56.53
TraesCS5D02G096600,5D,D,107010215,107013879,2,triad,48.65
TraesCS5D02G096700,5D,D,107537271,107540441,0,singleton,45.7
TraesCS5D02G096800,5D,D,107551759,107553936,2,triad,63.18
TraesCS5D02G096900,5D,D,107555996,107565099,2,triad,43.27
TraesCS5D02G097000,5D,D,107565681,107568830,2,triad,43.62
TraesCS5D02G097100,5D,D,107581035,107585660,2,triad,42.13
TraesCS5D02G097200,5D,D,107777463,107786020,2,triad,44.03
TraesCS5D02G097300,5D,D,108086396,108087758,2,triad,47.4
TraesCS5D02G097400,5D,D,108103399,108105722,2,triad,57.79
TraesCS5D02G097500,5D,D,108113270,108121394,2,triad,44.99
TraesCS5D02G097600,5D,D,108123373,108128204,2,triad,47.6
TraesCS5D02G097700,5D,D,108367273,108372309,2,triad,44.17
TraesCS5D02G097800,5D,D,108515469,108520852,2,triad,47.98
TraesCS5D02G097900,5D,D,108527463,108535238,2,triad,42.23
TraesCS5D02G098000,5D,D,108537678,108540025,2,triad,41.61
ENSRNA050021507,5D,D,109048865,109049020,0,singleton,56.41
TraesCS5D02G098100,5D,D,109534120,109535086,0,singleton,55.64
TraesCS5D02G098200,5D,D,109577658,109578215,1,partial,59.14
TraesCS5D02G098300,5D,D,109807905,109813617,1,partial,44.79
TraesCS5D02G098400,5D,D,109814287,109819420,2,triad,42.77
TraesCS5D02G098500,5D,D,109939296,109946886,2,triad,46.24
TraesCS5D02G098600,5D,D,110331764,110332198,2,triad,57.01
TraesCS5D02G098700,5D,D,110347732,110351071,1,partial,43.05
TraesCS5D02G098800,5D,D,110365712,110370570,1,partial,42.25
TraesCS5D02G098900,5D,D,110371009,110378768,2,triad,41.74
TraesCS5D02G099000,5D,D,110378685,110381757,2,triad,45.46
TraesCS5D02G099100,5D,D,110793708,110795736,2,triad,47.66
TraesCS5D02G099200,5D,D,111599054,111609277,2,triad,46.78
TraesCS5D02G099300,5D,D,111610221,111612491,2,triad,52.18
TraesCS5D02G099500,5D,D,111950980,111954819,2,triad,41.64
TraesCS5D02G099600,5D,D,111994298,111995725,0,singleton,68.42
TraesCS5D02G099700,5D,D,111994382,111995992,2,triad,69.34
ENSRNA050009633,5D,D,112025178,112025249,0,singleton,55.56
TraesCS5D02G099800,5D,D,112045161,112049356,1,partial,42.09
TraesCS5D02G099900,5D,D,112049462,112053138,2,triad,45.99
TraesCS5D02G100000,5D,D,112241646,112247388,2,triad,41.55
TraesCS5D02G100100,5D,D,112356498,112357540,2,triad,60.31
TraesCS5D02G100200,5D,D,112697558,112700039,2,triad,42.59
TraesCS5D02G100300,5D,D,112840152,112840706,0,singleton,60.54
TraesCS5D02G100400,5D,D,112954694,112955646,1,partial,61.39
TraesCS5D02G100500,5D,D,113381249,113386749,2,triad,42.16
ENSRNA050009631,5D,D,113386839,113386910,0,singleton,54.17
TraesCS5D02G100600,5D,D,113387066,113390271,2,triad,42.45
TraesCS5D02G100700,5D,D,113390929,113392095,2,triad,57.51
ENSRNA050017303,5D,D,113418105,113418207,0,singleton,40.78
TraesCS5D02G100800,5D,D,113648662,113653726,2,triad,43.69
TraesCS5D02G100900,5D,D,113874925,113875572,1,partial,57.41
ENSRNA050009630,5D,D,113879314,113879395,0,singleton,59.76
ENSRNA050017304,5D,D,113993628,113993735,0,singleton,38.89
TraesCS5D02G101000,5D,D,114002982,114005307,2,triad,44.37
TraesCS5D02G101100,5D,D,114005021,114011759,2,triad,48.29
TraesCS5D02G101200,5D,D,114012506,114014217,2,triad,46.79
TraesCS5D02G101300,5D,D,114349156,114352814,2,triad,43.43
TraesCS5D02G101400,5D,D,114356412,114360562,2,triad,46.59
TraesCS5D02G101500,5D,D,114385204,114388108,2,triad,47.88
TraesCS5D02G101600,5D,D,114474941,114478052,1,partial,44.22
TraesCS5D02G101700,5D,D,114516741,114517289,2,triad,50.27
TraesCS5D02G101800,5D,D,114599092,114600266,2,triad,63.23
TraesCS5D02G101900,5D,D,114889168,114897783,2,triad,41.22
TraesCS5D02G102000,5D,D,114897061,114903172,1,partial,41.52
TraesCS5D02G102100,5D,D,115021081,115026130,2,triad,41.52
TraesCS5D02G102200,5D,D,115398517,115405138,2,triad,43.55
TraesCS5D02G102300,5D,D,115406746,115411343,2,triad,41.71
TraesCS5D02G102400,5D,D,115640882,115645139,2,triad,41.66
TraesCS5D02G102500,5D,D,115923699,115926729,0,singleton,42.0
TraesCS5D02G102600,5D,D,115947470,115952140,2,triad,63.05
TraesCS5D02G102700,5D,D,115974922,115975422,2,triad,71.26
TraesCS5D02G102800,5D,D,116026074,116027863,1,partial,48.6
TraesCS5D02G102900,5D,D,116170170,116175261,2,triad,44.64
TraesCS5D02G103000,5D,D,116659906,116660977,0,singleton,45.8
TraesCS5D02G103100,5D,D,116741713,116747451,2,triad,42.24
TraesCS5D02G103200,5D,D,116748151,116748854,1,partial,53.84
ENSRNA050017299,5D,D,116752626,116753036,0,singleton,43.8
TraesCS5D02G103300,5D,D,116958786,116968730,2,triad,41.49
ENSRNA050017307,5D,D,116976658,116976753,0,singleton,44.79
ENSRNA050017306,5D,D,116977143,116977224,0,singleton,42.68
TraesCS5D02G103400,5D,D,117242640,117243941,1,partial,60.37
TraesCS5D02G103500,5D,D,117262879,117266333,2,triad,44.08
TraesCS5D02G103600,5D,D,117265878,117269157,2,triad,42.29
TraesCS5D02G103700,5D,D,117342860,117345201,2,triad,48.63
TraesCS5D02G103800,5D,D,117712001,117736253,2,triad,49.22
TraesCS5D02G103900,5D,D,117739586,117745517,2,triad,46.7
TraesCS5D02G104100,5D,D,117895789,117905396,2,triad,47.29
TraesCS5D02G104200,5D,D,118007705,118009555,2,triad,48.68
TraesCS5D02G104300,5D,D,118009761,118011305,2,triad,46.47
TraesCS5D02G104400,5D,D,118044444,118051978,2,triad,45.41
TraesCS5D02G104500,5D,D,118048758,118057935,2,triad,40.67
ENSRNA050017301,5D,D,118339713,118339831,0,singleton,53.78
ENSRNA050017302,5D,D,118340133,118340251,0,singleton,52.1
ENSRNA050017305,5D,D,118340553,118340671,0,singleton,50.42
TraesCS5D02G104600,5D,D,118455172,118460088,2,triad,40.76
TraesCS5D02G104700,5D,D,118493247,118501094,2,triad,45.37
TraesCS5D02G104800,5D,D,118580795,118581353,0,singleton,66.55
TraesCS5D02G104900,5D,D,118834967,118838504,2,triad,42.59
TraesCS5D02G105000,5D,D,118838753,118848589,2,triad,42.0
TraesCS5D02G105100,5D,D,119000641,119004376,2,triad,42.67
TraesCS5D02G105200,5D,D,119004466,119010753,2,triad,41.27
TraesCS5D02G105300,5D,D,119253742,119254110,2,triad,76.15
TraesCS5D02G105400,5D,D,119481755,119484651,2,triad,44.74
TraesCS5D02G105500,5D,D,119484368,119489670,2,triad,47.61
TraesCS5D02G105600,5D,D,119490537,119494976,2,triad,41.42
TraesCS5D02G105700,5D,D,119610360,119612279,2,triad,48.23
TraesCS5D02G105800,5D,D,119659153,119660626,2,triad,45.39
TraesCS5D02G105900,5D,D,119706812,119710572,2,triad,59.74
TraesCS5D02G106000,5D,D,119711864,119717795,2,triad,40.63
TraesCS5D02G106100,5D,D,119745014,119746144,0,singleton,49.07
TraesCS5D02G106200,5D,D,119760664,119762128,2,triad,57.54
TraesCS5D02G106300,5D,D,119762197,119766782,2,triad,41.76
TraesCS5D02G106400,5D,D,119766379,119771886,2,triad,42.36
TraesCS5D02G106500,5D,D,119913747,119915594,2,triad,59.96
TraesCS5D02G106600,5D,D,120332264,120340896,2,triad,42.58
TraesCS5D02G106700,5D,D,120340976,120347237,2,triad,43.15
TraesCS5D02G106800,5D,D,120772838,120773152,2,triad,67.3
TraesCS5D02G106900,5D,D,120788872,120789186,2,triad,60.32
TraesCS5D02G107000,5D,D,120800030,120800211,2,triad,31.87
TraesCS5D02G107100,5D,D,120800615,120800725,2,triad,37.84
TraesCS5D02G107200,5D,D,120888376,120888687,2,triad,57.69
TraesCS5D02G107300,5D,D,120896949,120897260,2,triad,65.38
TraesCS5D02G107400,5D,D,120897003,120897383,0,singleton,60.63
TraesCS5D02G107500,5D,D,121072208,121072957,1,partial,48.67
TraesCS5D02G107600,5D,D,121076624,121086264,2,triad,47.87
TraesCS5D02G107800,5D,D,121087556,121092383,2,triad,42.83
TraesCS5D02G107900,5D,D,121173083,121174432,2,triad,64.37
TraesCS5D02G108000,5D,D,121290862,121294950,2,triad,45.51
TraesCS5D02G108100,5D,D,121296254,121296967,2,triad,50.0
TraesCS5D02G108200,5D,D,121781839,121782483,1,partial,69.92
TraesCS5D02G108400,5D,D,122196659,122203126,2,triad,38.48
TraesCS5D02G108500,5D,D,122203203,122206343,2,triad,46.99
TraesCS5D02G108600,5D,D,122206570,122209250,2,triad,52.97
TraesCS5D02G108700,5D,D,122615909,122618975,2,triad,42.71
TraesCS5D02G108800,5D,D,122619729,122620924,2,triad,52.34
TraesCS5D02G108900,5D,D,122627018,122627431,1,partial,63.53
TraesCS5D02G109000,5D,D,122628397,122632725,2,triad,48.81
TraesCS5D02G109100,5D,D,123083518,123093090,2,triad,41.23
TraesCS5D02G109200,5D,D,123445849,123450119,2,triad,44.11
ENSRNA050009628,5D,D,123451835,123451906,0,singleton,54.17
TraesCS5D02G109300,5D,D,123452074,123460751,2,triad,52.89
TraesCS5D02G109400,5D,D,123460907,123465290,2,triad,42.63
TraesCS5D02G109500,5D,D,123496314,123499849,2,triad,41.52
TraesCS5D02G109600,5D,D,123881663,123885334,1,partial,44.96
TraesCS5D02G109700,5D,D,123885733,123888699,2,triad,48.67
TraesCS5D02G109800,5D,D,124347916,124348170,1,partial,67.84
TraesCS5D02G109900,5D,D,124390813,124397927,2,triad,52.34
TraesCS5D02G110000,5D,D,124842298,124842766,2,triad,46.27
TraesCS5D02G110100,5D,D,124847055,124858064,2,triad,46.09
TraesCS5D02G110200,5D,D,124911522,124916540,2,triad,42.6
TraesCS5D02G110300,5D,D,125174592,125174933,0,singleton,63.74
TraesCS5D02G110400,5D,D,125504723,125511217,2,triad,40.54
TraesCS5D02G110500,5D,D,125733140,125735144,2,triad,55.51
TraesCS5D02G110600,5D,D,125737254,125738059,2,triad,57.57
TraesCS5D02G110700,5D,D,125738670,125739336,0,singleton,53.07
TraesCS5D02G110800,5D,D,125777666,125778286,2,triad,73.27
TraesCS5D02G110900,5D,D,125802098,125811860,2,triad,40.96
TraesCS5D02G111000,5D,D,125966452,125995666,2,triad,44.58
TraesCS5D02G111100,5D,D,126251973,126257238,0,singleton,40.3
TraesCS5D02G111200,5D,D,126258039,126260206,2,triad,44.05
TraesCS5D02G111300,5D,D,126261088,126262349,1,partial,61.89
TraesCS5D02G111400,5D,D,126265782,126272634,2,triad,43.73
TraesCS5D02G111500,5D,D,126568132,126573670,2,triad,42.37
TraesCS5D02G111600,5D,D,126574546,126580687,2,triad,47.78
ENSRNA050009502,5D,D,126953681,126953763,0,singleton,55.42
TraesCS5D02G111700,5D,D,126956328,126958946,2,triad,66.63
TraesCS5D02G111800,5D,D,127055787,127059742,0,singleton,41.28
TraesCS5D02G111900,5D,D,127253926,127257906,2,triad,43.63
TraesCS5D02G112000,5D,D,127258413,127260260,2,triad,54.49
TraesCS5D02G112100,5D,D,127263452,127273990,2,triad,44.54
TraesCS5D02G112200,5D,D,127885412,127887522,1,partial,44.53
TraesCS5D02G112300,5D,D,128181835,128182107,0,singleton,33.33
ENSRNA050009504,5D,D,128183636,128183707,0,singleton,51.39
ENSRNA050019909,5D,D,128184629,128185562,0,singleton,53.0
ENSRNA050019910,5D,D,128185624,128185835,0,singleton,56.13
TraesCS5D02G112400,5D,D,128548750,128549430,1,partial,47.28
TraesCS5D02G112500,5D,D,128564106,128565550,1,partial,58.48
TraesCS5D02G112600,5D,D,128571809,128587233,2,triad,41.37
TraesCS5D02G112700,5D,D,128642009,128642818,2,triad,46.3
TraesCS5D02G112800,5D,D,129161978,129167378,2,triad,40.1
TraesCS5D02G112900,5D,D,129475596,129478814,2,triad,58.03
TraesCS5D02G113000,5D,D,129854071,129861370,2,triad,43.88
TraesCS5D02G113100,5D,D,129863995,129867328,0,singleton,50.9
TraesCS5D02G113200,5D,D,129870444,129878926,2,triad,39.63
TraesCS5D02G113300,5D,D,130187827,130190357,2,triad,46.5
TraesCS5D02G113400,5D,D,130656941,130664158,2,triad,41.4
TraesCS5D02G113500,5D,D,130666485,130672785,2,triad,48.31
TraesCS5D02G113600,5D,D,131504758,131508027,1,partial,43.67
TraesCS5D02G113700,5D,D,132411582,132418740,2,triad,42.02
TraesCS5D02G113800,5D,D,132430728,132433882,1,partial,45.42
TraesCS5D02G113900,5D,D,132879286,132888161,2,triad,46.34
TraesCS5D02G114000,5D,D,133281612,133282390,1,partial,63.41
TraesCS5D02G114100,5D,D,133309202,133310778,2,triad,63.09
TraesCS5D02G114300,5D,D,133536569,133539293,2,triad,56.77
TraesCS5D02G114400,5D,D,133667376,133670654,2,triad,53.61
TraesCS5D02G114500,5D,D,133859294,133867463,2,triad,48.92
TraesCS5D02G114600,5D,D,134472215,134475193,2,triad,42.3
TraesCS5D02G114700,5D,D,134478192,134483806,2,triad,49.97
TraesCS5D02G114800,5D,D,134570438,134571243,1,partial,37.47
TraesCS5D02G114900,5D,D,134779295,134783096,2,triad,45.53
TraesCS5D02G115000,5D,D,134785267,134789726,2,triad,46.37
TraesCS5D02G115100,5D,D,134795994,134796875,1,partial,64.85
TraesCS5D02G115200,5D,D,134915559,134919112,2,triad,41.78
TraesCS5D02G115300,5D,D,135060511,135061889,2,triad,40.1
TraesCS5D02G115400,5D,D,135062210,135073845,2,triad,42.47
TraesCS5D02G115500,5D,D,135237747,135240193,2,triad,42.91
TraesCS5D02G115600,5D,D,135240245,135243665,2,triad,40.95
TraesCS5D02G115700,5D,D,135521681,135522179,2,triad,48.1
TraesCS5D02G115800,5D,D,135522896,135524536,2,triad,39.85
TraesCS5D02G115900,5D,D,135641873,135645286,2,triad,42.24
TraesCS5D02G116000,5D,D,135649317,135652116,2,triad,50.39
TraesCS5D02G116100,5D,D,135658074,135663647,2,triad,43.02
TraesCS5D02G116200,5D,D,135710159,135713633,2,triad,39.86
TraesCS5D02G116300,5D,D,136349190,136351231,2,triad,53.04
TraesCS5D02G116400,5D,D,136351326,136360108,2,triad,44.82
TraesCS5D02G116500,5D,D,136451681,136452585,2,triad,47.96
TraesCS5D02G116600,5D,D,136943801,136947183,2,triad,42.92
TraesCS5D02G116700,5D,D,137052791,137059114,1,partial,47.44
TraesCS5D02G116800,5D,D,137970514,137977063,2,triad,42.7
TraesCS5D02G116900,5D,D,138467434,138472979,2,triad,42.88
TraesCS5D02G117000,5D,D,138483433,138491537,2,triad,44.48
TraesCS5D02G117100,5D,D,138897276,138900465,1,partial,45.3
TraesCS5D02G117200,5D,D,139435134,139453665,2,triad,44.5
TraesCS5D02G117300,5D,D,139925213,139925599,1,partial,45.99
TraesCS5D02G117500,5D,D,141424330,141446978,1,partial,45.5
TraesCS5D02G117600,5D,D,142349982,142358168,2,triad,45.0
TraesCS5D02G117700,5D,D,142901610,142911657,2,triad,46.44
TraesCS5D02G117800,5D,D,150829443,150836663,2,triad,40.96
TraesCS5D02G117900,5D,D,152749265,152762893,2,triad,41.83
TraesCS5D02G118000,5D,D,154524415,154539554,2,triad,42.35
TraesCS5D02G118100,5D,D,155839007,155852482,2,triad,43.06
TraesCS5D02G118200,5D,D,156574094,156579643,2,triad,41.23
TraesCS5D02G118300,5D,D,158166178,158170140,1,partial,42.64
TraesCS5D02G118400,5D,D,158170738,158172953,1,partial,53.34
TraesCS5D02G118500,5D,D,158804236,158805257,2,triad,52.64
TraesCS5D02G118600,5D,D,159251623,159297658,2,triad,44.33
TraesCS5D02G118700,5D,D,159645308,159658370,2,triad,48.42
TraesCS5D02G118800,5D,D,160064644,160069294,2,triad,45.82
TraesCS5D02G118900,5D,D,160869813,160880291,1,partial,44.27
TraesCS5D02G119000,5D,D,160880922,160881608,2,triad,73.97
TraesCS5D02G119100,5D,D,161449229,161460176,2,triad,49.17
TraesCS5D02G119200,5D,D,162416429,162441719,2,triad,45.05
TraesCS5D02G119300,5D,D,163818168,163833277,0,singleton,46.28
TraesCS5D02G119400,5D,D,164594454,164652653,2,triad,49.19
TraesCS5D02G119600,5D,D,165240355,165252273,1,partial,45.92
TraesCS5D02G119700,5D,D,166628133,166634916,2,triad,43.25
TraesCS5D02G119800,5D,D,167030850,167039201,1,partial,45.25
TraesCS5D02G119900,5D,D,167072094,167072280,1,partial,33.16
TraesCS5D02G120000,5D,D,167072682,167072792,0,singleton,36.94
TraesCS5D02G120100,5D,D,168494288,168510887,2,triad,47.62
TraesCS5D02G120200,5D,D,169539775,169550106,2,triad,51.71
TraesCS5D02G120300,5D,D,169938609,169973048,2,triad,49.08
TraesCS5D02G120400,5D,D,170314273,170317704,2,triad,44.11
TraesCS5D02G120500,5D,D,170376901,170381844,2,triad,46.0
TraesCS5D02G120600,5D,D,170711585,170712745,1,partial,48.32
TraesCS5D02G120700,5D,D,171306209,171311679,2,triad,41.22
TraesCS5D02G120800,5D,D,172243611,172258256,0,singleton,49.32
TraesCS5D02G121000,5D,D,173091091,173095395,2,triad,53.23
TraesCS5D02G121100,5D,D,173586815,173592179,2,triad,41.17
TraesCS5D02G121200,5D,D,173750295,173764068,2,triad,47.43
TraesCS5D02G121300,5D,D,174003154,174007319,2,triad,40.19
TraesCS5D02G121400,5D,D,174009797,174014360,2,triad,42.97
TraesCS5D02G121500,5D,D,174795992,174800343,0,singleton,53.1
TraesCS5D02G121600,5D,D,174826988,174829595,2,triad,44.9
TraesCS5D02G121700,5D,D,175303820,175304740,0,singleton,46.15
TraesCS5D02G121800,5D,D,175639502,175639967,0,singleton,59.23
TraesCS5D02G121900,5D,D,175757434,175770551,2,triad,41.93
TraesCS5D02G122000,5D,D,175775498,175788129,2,triad,44.28
TraesCS5D02G122300,5D,D,176092281,176109994,1,partial,47.43
TraesCS5D02G122400,5D,D,177169388,177173542,2,triad,46.33
TraesCS5D02G122500,5D,D,177199394,177199925,2,triad,45.49
TraesCS5D02G122700,5D,D,177675436,177677242,2,triad,60.43
TraesCS5D02G122600,5D,D,177675769,177676923,1,partial,65.71
TraesCS5D02G122800,5D,D,177680127,177684898,2,triad,43.9
TraesCS5D02G122900,5D,D,178550884,178554851,2,triad,46.45
ENSRNA050019686,5D,D,179714377,179714437,0,singleton,39.34
TraesCS5D02G123000,5D,D,179762666,179778583,2,triad,47.22
TraesCS5D02G123100,5D,D,179943433,179947817,2,triad,43.15
TraesCS5D02G123200,5D,D,180466575,180489066,2,triad,43.15
TraesCS5D02G123300,5D,D,181607839,181641774,2,triad,45.44
TraesCS5D02G123400,5D,D,181874264,181884286,2,triad,42.54
TraesCS5D02G123500,5D,D,181886805,181889303,0,singleton,44.58
TraesCS5D02G123600,5D,D,182918737,182935353,2,triad,40.89
TraesCS5D02G123700,5D,D,184027599,184044259,2,triad,44.7
TraesCS5D02G123800,5D,D,184072548,184082837,2,triad,42.63
TraesCS5D02G123900,5D,D,184451025,184451584,1,partial,68.21
TraesCS5D02G124000,5D,D,184872741,184896103,1,partial,47.6
TraesCS5D02G124100,5D,D,185190629,185209705,1,partial,44.97
TraesCS5D02G124200,5D,D,187932302,187962044,2,triad,48.76
TraesCS5D02G124300,5D,D,188335014,188343386,2,triad,41.53
TraesCS5D02G124400,5D,D,188823928,188833933,1,partial,40.73
TraesCS5D02G124500,5D,D,189164679,189179319,2,triad,49.98
TraesCS5D02G124600,5D,D,189248290,189270176,2,triad,45.02
TraesCS5D02G124700,5D,D,190263056,190268180,1,partial,41.15
TraesCS5D02G124800,5D,D,190470872,190495956,2,triad,42.64
TraesCS5D02G124900,5D,D,190496343,190499800,2,triad,61.36
TraesCS5D02G125000,5D,D,190778649,190786066,2,triad,42.36
TraesCS5D02G125100,5D,D,191253506,191260539,2,triad,39.52
TraesCS5D02G125200,5D,D,191263068,191264151,0,singleton,41.33
TraesCS5D02G125300,5D,D,191899666,191904463,2,triad,58.53
TraesCS5D02G125400,5D,D,191905554,191907166,1,partial,38.75
TraesCS5D02G125500,5D,D,192264802,192270516,2,triad,46.79
TraesCS5D02G125600,5D,D,192270957,192271493,1,partial,68.16
TraesCS5D02G125700,5D,D,192537792,192539424,2,triad,61.85
TraesCS5D02G125800,5D,D,192947182,192947670,0,singleton,67.48
TraesCS5D02G125900,5D,D,192949507,192950600,2,triad,56.03
TraesCS5D02G126000,5D,D,192951130,192954633,2,triad,47.37
TraesCS5D02G126100,5D,D,193129265,193133246,1,partial,45.73
TraesCS5D02G126400,5D,D,193506879,193507648,2,triad,64.66
TraesCS5D02G126500,5D,D,193508818,193511030,2,triad,39.54
TraesCS5D02G126600,5D,D,193511197,193521308,2,triad,54.62
TraesCS5D02G126700,5D,D,193613840,193633432,2,triad,50.49
TraesCS5D02G126800,5D,D,193633238,193637610,2,triad,40.66
TraesCS5D02G126900,5D,D,196849216,196858745,2,triad,43.21
TraesCS5D02G127000,5D,D,197144070,197150713,2,triad,41.3
TraesCS5D02G127100,5D,D,197150649,197154293,2,triad,62.19
TraesCS5D02G127200,5D,D,197414870,197420403,2,triad,41.86
TraesCS5D02G127300,5D,D,197420156,197426979,2,triad,44.84
TraesCS5D02G127400,5D,D,197838121,197838498,0,singleton,41.53
TraesCS5D02G127500,5D,D,197838543,197838898,0,singleton,39.89
TraesCS5D02G127600,5D,D,198240659,198250597,2,triad,42.35
TraesCS5D02G127700,5D,D,198459872,198460774,1,partial,44.19
TraesCS5D02G127800,5D,D,198951409,198958249,2,triad,46.2
TraesCS5D02G127900,5D,D,199081166,199085903,2,triad,44.2
TraesCS5D02G128000,5D,D,199723060,199723612,2,triad,64.92
TraesCS5D02G128100,5D,D,199884416,199885063,2,triad,69.29
TraesCS5D02G128200,5D,D,200500948,200502231,2,triad,58.1
TraesCS5D02G128300,5D,D,200638951,200646512,2,triad,40.6
TraesCS5D02G128400,5D,D,200785249,200787863,2,triad,47.76
TraesCS5D02G128500,5D,D,200787536,200787727,2,triad,69.79
TraesCS5D02G128600,5D,D,201518785,201522749,2,triad,41.56
TraesCS5D02G128700,5D,D,201657845,201669960,2,triad,45.72
TraesCS5D02G128800,5D,D,201801298,201806993,2,triad,48.73
TraesCS5D02G128900,5D,D,201838672,201838959,0,singleton,57.29
TraesCS5D02G129000,5D,D,201850537,201851922,2,triad,67.1
TraesCS5D02G129100,5D,D,202396149,202399042,1,partial,51.62
TraesCS5D02G129200,5D,D,202849686,202852297,2,triad,47.43
TraesCS5D02G129300,5D,D,202905466,202908574,2,triad,45.88
TraesCS5D02G129400,5D,D,203057554,203059824,2,triad,55.66
TraesCS5D02G129500,5D,D,203075652,203083405,2,triad,46.86
TraesCS5D02G129600,5D,D,204074658,204079442,2,triad,46.46
TraesCS5D02G129700,5D,D,204275520,204293330,2,triad,51.26
TraesCS5D02G129800,5D,D,204320109,204326601,2,triad,40.87
TraesCS5D02G129900,5D,D,204862298,204864287,2,triad,60.95
TraesCS5D02G130000,5D,D,204870088,204872292,2,triad,45.8
TraesCS5D02G130100,5D,D,205113415,205122677,2,triad,47.17
TraesCS5D02G130200,5D,D,205568370,205575576,2,triad,45.54
TraesCS5D02G130300,5D,D,205869753,205873169,2,triad,45.36
TraesCS5D02G130400,5D,D,206098906,206107912,2,triad,42.56
TraesCS5D02G130500,5D,D,206591614,206603390,2,triad,42.59
TraesCS5D02G130600,5D,D,206681126,206691220,2,triad,40.33
TraesCS5D02G130700,5D,D,207163658,207166754,2,triad,47.89
TraesCS5D02G130800,5D,D,207178232,207180394,2,triad,66.48
TraesCS5D02G130900,5D,D,207244486,207252504,0,singleton,45.32
TraesCS5D02G131000,5D,D,207774432,207783072,2,triad,40.72
TraesCS5D02G131100,5D,D,208130120,208137219,2,triad,43.77
TraesCS5D02G131200,5D,D,208506660,208513185,2,triad,42.38
TraesCS5D02G131300,5D,D,208535319,208537410,2,triad,62.62
TraesCS5D02G131400,5D,D,208538897,208540198,0,singleton,39.86
TraesCS5D02G131500,5D,D,209301109,209304036,2,triad,44.6
TraesCS5D02G131600,5D,D,209304424,209309856,2,triad,44.86
TraesCS5D02G131700,5D,D,209309439,209314112,2,triad,44.16
TraesCS5D02G131800,5D,D,209316148,209319266,2,triad,42.0
TraesCS5D02G131900,5D,D,209497826,209501416,2,triad,42.63
TraesCS5D02G132000,5D,D,209642704,209649175,2,triad,43.06
TraesCS5D02G132100,5D,D,210056286,210058882,2,triad,43.97
TraesCS5D02G132200,5D,D,210374584,210375926,2,triad,50.04
TraesCS5D02G132300,5D,D,210676181,210681768,2,triad,44.31
TraesCS5D02G132400,5D,D,210873214,210875397,0,singleton,41.3
TraesCS5D02G132500,5D,D,210987954,210991810,2,triad,41.66
TraesCS5D02G132600,5D,D,211206888,211214371,2,triad,40.43
ENSRNA050015710,5D,D,211217677,211217778,0,singleton,42.16
TraesCS5D02G132800,5D,D,211977852,211988152,2,triad,43.34
TraesCS5D02G132900,5D,D,211998906,212005684,2,triad,44.37
TraesCS5D02G133000,5D,D,212251826,212252320,1,partial,59.19
TraesCS5D02G133100,5D,D,212452790,212454671,2,triad,56.22
TraesCS5D02G133200,5D,D,212559251,212568727,1,partial,44.62
TraesCS5D02G133300,5D,D,212627152,212628123,2,triad,59.67
TraesCS5D02G133400,5D,D,213129085,213130926,2,triad,50.87
TraesCS5D02G133500,5D,D,213273301,213274194,1,partial,60.29
TraesCS5D02G133600,5D,D,213320256,213325221,2,triad,43.09
TraesCS5D02G133700,5D,D,213470604,213471560,2,triad,57.47
TraesCS5D02G133800,5D,D,213471758,213482801,2,triad,43.32
TraesCS5D02G133900,5D,D,213945051,213945860,2,triad,56.54
TraesCS5D02G134000,5D,D,214081937,214088213,2,triad,42.14
TraesCS5D02G134100,5D,D,214174392,214175520,2,triad,55.62
TraesCS5D02G134200,5D,D,214312374,214316039,2,triad,42.33
TraesCS5D02G134300,5D,D,214356605,214357086,0,singleton,58.09
TraesCS5D02G134400,5D,D,214360005,214360958,1,partial,68.97
TraesCS5D02G134500,5D,D,214714785,214719204,2,triad,55.64
TraesCS5D02G134600,5D,D,214910598,214914486,2,triad,54.64
TraesCS5D02G134700,5D,D,214918171,214919787,2,triad,52.88
TraesCS5D02G134800,5D,D,215243568,215247791,2,triad,55.24
TraesCS5D02G134900,5D,D,215255820,215256734,2,triad,63.28
TraesCS5D02G135100,5D,D,215471542,215482417,2,triad,41.6
TraesCS5D02G135200,5D,D,215553092,215553604,0,singleton,47.37
TraesCS5D02G135300,5D,D,215874351,215878852,2,triad,43.87
TraesCS5D02G135400,5D,D,215880358,215881609,2,triad,58.87
TraesCS5D02G135500,5D,D,216059983,216060849,2,triad,52.6
TraesCS5D02G135600,5D,D,216098532,216099577,2,triad,61.95
TraesCS5D02G135800,5D,D,216153965,216157772,2,triad,51.13
TraesCS5D02G135700,5D,D,216154234,216154671,2,triad,62.1
TraesCS5D02G135900,5D,D,216383383,216388537,2,triad,42.29
TraesCS5D02G136000,5D,D,216623692,216625821,2,triad,50.23
TraesCS5D02G136100,5D,D,216630467,216632410,1,partial,44.19
TraesCS5D02G136200,5D,D,216993993,216995912,0,singleton,61.77
TraesCS5D02G136300,5D,D,216998511,216999900,2,triad,43.24
TraesCS5D02G136400,5D,D,217226704,217229599,2,triad,50.97
