chromosome,genome,window_start_bp,window_end_bp,n_genes,fractionation_rate,mean_gc_content,n_records,n_distinct_studies,n_trait_categories,trait_shannon_entropy,records_per_gene,studies_per_gene
5B,B,530000000,540000000,120,0.2,50.187,38,18,6,1.7662,0.31667,0.15
5B,B,540000000,550000000,116,0.2759,50.734,72,23,7,2.0228,0.62069,0.19828
5B,B,550000000,560000000,110,0.1273,51.039,28,15,6,1.6981,0.25455,0.13636
5B,B,560000000,570000000,88,0.1477,52.993,35,13,5,2.1822,0.39773,0.14773
5B,B,570000000,580000000,134,0.1194,51.763,327,16,6,0.2599,2.4403,0.1194
5B,B,580000000,590000000,128,0.1016,51.898,103,26,8,1.9426,0.80469,0.20312
5B,B,590000000,600000000,104,0.3558,47.627,24,14,5,1.6117,0.23077,0.13462
5B,B,600000000,610000000,120,0.1167,53.648,21,12,5,1.7723,0.175,0.1
5B,B,610000000,620000000,124,0.2097,53.378,21,9,5,2.0281,0.16935,0.07258
5B,B,620000000,630000000,79,0.2658,49.205,25,5,3,0.8663,0.31646,0.06329
5B,B,630000000,640000000,97,0.2062,52.225,21,13,4,1.1183,0.21649,0.13402
5B,B,640000000,650000000,128,0.2422,54.103,13,8,5,1.9878,0.10156,0.0625
5B,B,650000000,660000000,153,0.2157,53.548,22,13,4,1.2433,0.14379,0.08497
5B,B,660000000,670000000,113,0.1593,52.136,11,7,3,0.8659,0.09735,0.06195
5B,B,670000000,680000000,122,0.1885,51.051,39,19,5,1.8586,0.31967,0.15574
5B,B,680000000,690000000,217,0.4101,50.796,55,18,7,1.942,0.25346,0.08295
5B,B,690000000,700000000,150,0.2867,47.555,54,18,6,1.4838,0.36,0.12
5B,B,700000000,710000000,175,0.1543,50.895,51,21,5,1.501,0.29143,0.12
5B,B,710000000,720000000,86,0.3605,49.499,42,11,6,1.773,0.48837,0.12791
5D,D,0,10000000,183,0.3552,47.748,63,19,8,1.8941,0.34426,0.10383
5D,D,10000000,20000000,120,0.5833,49.171,10,5,2,0.8813,0.08333,0.04167
5D,D,20000000,30000000,90,0.2667,49.939,18,6,4,1.4047,0.2,0.06667
5D,D,30000000,40000000,65,0.2,52.917,13,8,3,1.1401,0.2,0.12308
5D,D,40000000,50000000,135,0.1704,50.643,32,11,7,1.4987,0.23704,0.08148
5D,D,50000000,60000000,114,0.193,50.404,15,8,4,1.5329,0.13158,0.07018
5D,D,60000000,70000000,70,0.1714,49.638,18,9,4,1.7472,0.25714,0.12857
5D,D,70000000,80000000,370,0.8297,52.146,18,7,4,1.0975,0.04865,0.01892
5D,D,80000000,90000000,58,0.2586,50.441,2,2,2,1.0,0.03448,0.03448
5D,D,90000000,100000000,67,0.1493,50.693,7,3,2,0.5917,0.10448,0.04478
5D,D,100000000,110000000,65,0.0462,51.072,6,4,2,0.9183,0.09231,0.06154
5D,D,110000000,120000000,89,0.191,48.592,14,3,3,1.1488,0.1573,0.03371
5D,D,120000000,130000000,70,0.1714,49.811,5,3,1,0.0,0.07143,0.04286
5D,D,130000000,140000000,40,0.0,46.491,6,5,2,0.65,0.15,0.125
5D,D,150000000,160000000,10,0.0,45.08,15,6,2,0.3534,1.5,0.6
5D,D,160000000,170000000,15,0.1333,47.112,6,5,2,0.65,0.4,0.33333
5D,D,170000000,180000000,26,0.1923,47.269,4,3,3,1.5,0.15385,0.11538
5D,D,180000000,190000000,15,0.0667,46.049,3,3,2,0.9183,0.2,0.2
5D,D,190000000,200000000,33,0.1212,49.545,13,6,2,0.9612,0.39394,0.18182
5D,D,200000000,210000000,39,0.0769,48.291,9,6,2,0.7642,0.23077,0.15385
5D,D,210000000,220000000,59,0.0847,51.371,4,3,2,0.8113,0.0678,0.05085
5D,D,220000000,230000000,54,0.0926,50.492,6,4,3,1.4591,0.11111,0.07407
5D,D,230000000,240000000,71,0.0704,49.64,6,5,4,1.7925,0.08451,0.07042
5D,D,240000000,250000000,94,0.0957,49.643,12,4,1,0.0,0.12766,0.04255
5D,D,250000000,260000000,66,0.1515,48.676,8,2,2,0.5436,0.12121,0.0303
5D,D,260000000,270000000,62,0.129,48.133,2,2,1,0.0,0.03226,0.03226
5D,D,270000000,280000000,72,0.0833,49.832,6,2,2,1.0,0.08333,0.02778
5D,D,280000000,290000000,82,0.0732,48.778,13,6,3,1.4605,0.15854,0.07317
5D,D,290000000,300000000,91,0.1209,48.618,8,3,4,1.8113,0.08791,0.03297
5D,D,300000000,310000000,77,0.0909,52.294,4,4,3,1.5,0.05195,0.05195
5D,D,310000000,320000000,70,0.2,51.281,7,1,2,0.8631,0.1,0.01429
5D,D,320000000,330000000,108,0.1944,48.597,7,4,3,1.3788,0.06481,0.03704
5D,D,330000000,340000000,105,0.1143,53.236,18,7,4,1.6122,0.17143,0.06667
5D,D,340000000,350000000,87,0.1379,52.897,16,11,5,1.6738,0.18391,0.12644
5D,D,350000000,360000000,119,0.1092,55.099,10,5,3,1.1568,0.08403,0.04202
5D,D,360000000,370000000,121,0.1074,51.389,10,7,3,1.371,0.08264,0.05785
5D,D,370000000,380000000,123,0.0976,51.956,13,6,2,0.3912,0.10569,0.04878
5D,D,380000000,390000000,143,0.1538,50.46,9,8,3,1.4355,0.06294,0.05594
5D,D,390000000,400000000,127,0.1339,49.083,6,6,4,1.7925,0.04724,0.04724
5D,D,400000000,410000000,107,0.0935,54.0,32,11,4,1.0766,0.29907,0.1028
5D,D,410000000,420000000,121,0.1322,55.66,25,9,2,0.5294,0.20661,0.07438
5D,D,420000000,430000000,156,0.1538,53.152,13,8,4,1.5466,0.08333,0.05128
5D,D,430000000,440000000,186,0.2634,51.212,16,7,3,0.8684,0.08602,0.03763
5D,D,440000000,450000000,184,0.2391,50.644,37,10,4,0.8761,0.20109,0.05435
5D,D,450000000,460000000,133,0.1504,51.865,28,9,6,2.0303,0.21053,0.06767
5D,D,460000000,470000000,144,0.0903,51.988,2772,11,5,0.044,19.25,0.07639
5D,D,470000000,480000000,127,0.0787,52.503,112,6,3,0.2026,0.88189,0.04724
5D,D,480000000,490000000,186,0.2527,49.393,24,8,3,1.1226,0.12903,0.04301
5D,D,490000000,500000000,187,0.1765,53.25,14,8,6,2.064,0.07487,0.04278
5D,D,500000000,510000000,185,0.2703,48.477,10,10,5,1.771,0.05405,0.05405
5D,D,510000000,520000000,147,0.1973,53.403,6,6,2,0.65,0.04082,0.04082
5D,D,520000000,530000000,208,0.2212,52.544,18,6,2,0.3095,0.08654,0.02885
5D,D,530000000,540000000,166,0.1386,51.201,28,12,2,0.4912,0.16867,0.07229
5D,D,540000000,550000000,256,0.4336,49.181,144,26,7,1.0504,0.5625,0.10156
5D,D,550000000,560000000,207,0.2271,48.539,69,12,6,0.9045,0.33333,0.05797
5D,D,560000000,570000000,119,0.1681,51.282,25,11,3,0.7943,0.21008,0.09244
6A,A,0,10000000,214,0.2056,49.767,165,51,9,1.8473,0.77103,0.23832
6A,A,10000000,20000000,202,0.2921,51.912,81,29,9,2.6405,0.40099,0.14356
6A,A,20000000,30000000,191,0.2513,51.487,104,28,6,2.027,0.5445,0.1466
6A,A,30000000,40000000,161,0.1553,50.74,18,8,6,2.0294,0.1118,0.04969
6A,A,40000000,50000000,85,0.2,53.369,39,11,5,1.3269,0.45882,0.12941
6A,A,50000000,60000000,96,0.2188,50.784,30,8,4,1.0138,0.3125,0.08333
6A,A,60000000,70000000,127,0.378,49.568,29,12,7,2.0733,0.22835,0.09449
6A,A,70000000,80000000,92,0.1848,49.398,34,10,3,0.618,0.36957,0.1087
6A,A,80000000,90000000,83,0.1687,48.715,18,11,5,1.5158,0.21687,0.13253
6A,A,90000000,100000000,74,0.1486,48.989,12,8,4,1.614,0.16216,0.10811
6A,A,100000000,110000000,141,0.2837,50.636,23,10,6,1.6819,0.16312,0.07092
6A,A,110000000,120000000,52,0.2115,50.402,22,5,5,1.21,0.42308,0.09615
6A,A,120000000,130000000,51,0.0784,50.664,5,4,3,1.371,0.09804,0.07843
6A,A,130000000,140000000,44,0.1818,50.769,3,3,2,0.9183,0.06818,0.06818
6A,A,140000000,150000000,54,0.1481,50.134,7,5,2,0.5917,0.12963,0.09259
6A,A,150000000,160000000,55,0.1818,48.462,3,1,1,0.0,0.05455,0.01818
6A,A,160000000,170000000,29,0.1034,52.84,0,0,0,0.0,0.0,0.0
6A,A,170000000,180000000,31,0.1935,49.225,6,4,1,0.0,0.19355,0.12903
6A,A,180000000,190000000,53,0.0755,51.902,6,4,2,1.0,0.11321,0.07547
6A,A,190000000,200000000,32,0.2188,50.23,3,2,1,0.0,0.09375,0.0625
6A,A,200000000,210000000,42,0.1905,50.249,1,1,1,0.0,0.02381,0.02381
6A,A,210000000,220000000,42,0.3095,47.447,2,1,2,1.0,0.04762,0.02381
6A,A,220000000,230000000,23,0.1304,48.371,3,3,2,0.9183,0.13043,0.13043
6A,A,230000000,240000000,9,0.3333,46.07,23,5,3,1.1626,2.55556,0.55556
6A,A,240000000,250000000,7,0.4286,48.029,9,1,2,0.9911,1.28571,0.14286
6A,A,250000000,260000000,17,0.2353,48.846,14,4,3,1.5306,0.82353,0.23529
6A,A,260000000,270000000,18,0.3333,46.98,2,1,2,1.0,0.11111,0.05556
6A,A,270000000,280000000,18,0.4444,44.526,6,4,3,1.585,0.33333,0.22222
6A,A,280000000,290000000,13,0.0769,47.598,5,3,3,1.371,0.38462,0.23077
6A,A,290000000,300000000,10,0.4,48.122,17,2,2,0.874,1.7,0.2
6A,A,300000000,310000000,9,0.1111,46.094,24,3,4,1.3243,2.66667,0.33333
6A,A,310000000,320000000,9,0.2222,48.542,13,2,2,0.7793,1.44444,0.22222
6A,A,320000000,330000000,13,0.2308,49.094,25,3,3,1.2906,1.92308,0.23077
6A,A,330000000,340000000,14,0.2143,45.476,15,2,2,0.971,1.07143,0.14286
6A,A,340000000,350000000,9,0.0,45.403,14,2,2,0.9403,1.55556,0.22222
6A,A,350000000,360000000,17,0.2941,49.178,8,2,2,0.8113,0.47059,0.11765
6A,A,360000000,370000000,15,0.2,51.331,6,2,3,1.4591,0.4,0.13333
6A,A,370000000,380000000,22,0.2273,49.554,12,2,3,1.2807,0.54545,0.09091
6A,A,380000000,390000000,42,0.0714,49.225,5,2,2,0.7219,0.11905,0.04762
6A,A,390000000,400000000,32,0.0938,48.903,7,4,2,0.5917,0.21875,0.125
6A,A,400000000,410000000,32,0.1562,48.356,6,3,2,0.65,0.1875,0.09375
6A,A,410000000,420000000,27,0.2222,50.959,6,2,1,0.0,0.22222,0.07407
6A,A,420000000,430000000,46,0.1087,51.197,14,6,3,0.7345,0.30435,0.13043
6A,A,430000000,440000000,45,0.2,47.767,11,5,4,1.7899,0.24444,0.11111
6A,A,440000000,450000000,75,0.1467,52.747,79,9,4,0.7723,1.05333,0.12
6A,A,450000000,460000000,78,0.0897,51.954,45,12,4,1.1782,0.57692,0.15385
6A,A,460000000,470000000,58,0.1034,54.385,3,3,2,0.9183,0.05172,0.05172
6A,A,470000000,480000000,43,0.1395,51.386,1,1,1,0.0,0.02326,0.02326
6A,A,480000000,490000000,69,0.0725,53.31,7,3,3,1.3788,0.10145,0.04348
6A,A,490000000,500000000,90,0.1111,50.399,68,10,4,0.7929,0.75556,0.11111
6A,A,500000000,510000000,68,0.0588,53.066,15,7,4,1.7232,0.22059,0.10294
6A,A,510000000,520000000,65,0.0923,49.844,20,6,3,1.0763,0.30769,0.09231
6A,A,520000000,530000000,89,0.1461,52.662,86,10,3,0.1826,0.96629,0.11236
6A,A,530000000,540000000,100,0.14,52.996,44,6,3,0.5132,0.44,0.06
6A,A,540000000,550000000,69,0.029,51.341,18,10,4,1.0975,0.26087,0.14493
6A,A,550000000,560000000,136,0.0956,52.924,84,13,7,0.7505,0.61765,0.09559
6A,A,560000000,570000000,94,0.1596,53.246,32,5,3,0.777,0.34043,0.05319
6A,A,570000000,580000000,111,0.1892,51.524,26,15,5,1.222,0.23423,0.13514
6A,A,580000000,590000000,118,0.1949,51.065,46,23,8,1.5459,0.38983,0.19492
6A,A,590000000,600000000,213,0.1878,51.239,80,20,8,1.6727,0.37559,0.0939
6A,A,600000000,610000000,226,0.2301,51.28,128,23,6,1.9523,0.56637,0.10177
6A,A,610000000,620000000,207,0.1546,49.91,76,26,6,1.7018,0.36715,0.1256
6B,B,0,10000000,161,0.2795,48.989,94,31,10,2.6838,0.58385,0.19255
6B,B,10000000,20000000,170,0.2941,51.419,33,17,5,1.8818,0.19412,0.1
6B,B,20000000,30000000,166,0.3072,51.412,74,28,8,1.7829,0.44578,0.16867
6B,B,30000000,40000000,126,0.4365,51.421,46,13,6,1.8666,0.36508,0.10317
6B,B,40000000,50000000,146,0.3699,50.024,18,11,4,1.3355,0.12329,0.07534
6B,B,50000000,60000000,97,0.2784,53.145,26,11,4,0.9699,0.26804,0.1134
6B,B,60000000,70000000,108,0.3241,50.212,11,8,3,1.0958,0.10185,0.07407
6B,B,70000000,80000000,81,0.2716,49.433,7,4,2,0.9852,0.08642,0.04938
6B,B,80000000,90000000,70,0.3143,53.817,3,2,3,1.585,0.04286,0.02857
6B,B,90000000,100000000,60,0.1667,49.595,20,8,5,1.671,0.33333,0.13333
6B,B,100000000,110000000,24,0.25,50.349,13,4,3,0.9913,0.54167,0.16667
6B,B,110000000,120000000,120,0.525,51.126,41,18,6,2.0557,0.34167,0.15
6B,B,120000000,130000000,98,0.2449,48.386,40,12,6,1.1531,0.40816,0.12245
6B,B,130000000,140000000,75,0.12,50.849,25,17,6,2.3289,0.33333,0.22667
6B,B,140000000,150000000,84,0.1667,49.165,24,7,3,1.3261,0.28571,0.08333
6B,B,150000000,160000000,103,0.301,48.528,36,12,7,2.2876,0.34951,0.1165
6B,B,160000000,170000000,59,0.2373,52.535,22,5,4,1.0848,0.37288,0.08475
6B,B,170000000,180000000,58,0.1897,49.071,3,2,2,0.9183,0.05172,0.03448
6B,B,180000000,190000000,58,0.1552,51.365,14,6,3,1.1981,0.24138,0.10345
6B,B,190000000,200000000,48,0.0833,50.634,13,7,2,0.3912,0.27083,0.14583
6B,B,200000000,210000000,55,0.1273,48.331,16,4,2,1.0,0.29091,0.07273
6B,B,210000000,220000000,50,0.24,51.454,8,4,3,1.0613,0.16,0.08
6B,B,220000000,230000000,54,0.1481,47.734,25,11,6,2.4832,0.46296,0.2037
6B,B,230000000,240000000,52,0.1538,51.287,31,9,6,1.8101,0.59615,0.17308
6B,B,240000000,250000000,35,0.2857,50.143,5,2,2,0.7219,0.14286,0.05714
6B,B,250000000,260000000,30,0.2667,51.009,3,2,1,0.0,0.1,0.06667
6B,B,260000000,270000000,22,0.4091,46.635,4,1,2,0.8113,0.18182,0.04545
6B,B,270000000,280000000,33,0.1212,50.809,0,0,0,0.0,0.0,0.0
6B,B,280000000,290000000,30,0.1667,48.797,5,3,1,0.0,0.16667,0.1
6B,B,290000000,300000000,32,0.1562,48.258,7,2,2,0.5917,0.21875,0.0625
6B,B,300000000,310000000,20,0.3,47.285,7,4,3,1.3788,0.35,0.2
6B,B,310000000,320000000,17,0.2353,46.546,0,0,0,0.0,0.0,0.0
6B,B,320000000,330000000,12,0.25,46.704,3,1,2,0.9183,0.25,0.08333
6B,B,330000000,340000000,12,0.0833,46.855,5,5,3,1.371,0.41667,0.41667
6B,B,340000000,350000000,26,0.0385,49.999,3,3,2,0.9183,0.11538,0.11538
6B,B,350000000,360000000,9,0.1111,46.368,1,0,1,0.0,0.11111,0.0
6B,B,360000000,370000000,17,0.3529,48.693,1,1,1,0.0,0.05882,0.05882
6B,B,370000000,380000000,12,0.0833,45.308,2,2,1,0.0,0.16667,0.16667
6B,B,380000000,390000000,28,0.5,47.099,0,0,0,0.0,0.0,0.0
6B,B,390000000,400000000,19,0.3684,45.192,2,2,2,1.0,0.10526,0.10526
6B,B,400000000,410000000,15,0.1333,45.126,2,2,1,0.0,0.13333,0.13333
6B,B,410000000,420000000,27,0.1852,49.464,0,0,0,0.0,0.0,0.0
6B,B,420000000,430000000,20,0.25,46.733,34,4,1,0.0,1.7,0.2
6B,B,430000000,440000000,48,0.0833,48.712,7,7,2,0.5917,0.14583,0.14583
6B,B,440000000,450000000,29,0.1379,47.054,18,5,2,0.5033,0.62069,0.17241
6B,B,450000000,460000000,60,0.2667,47.731,21,5,2,0.7025,0.35,0.08333
6B,B,460000000,470000000,40,0.075,50.368,23,11,5,1.836,0.575,0.275
6B,B,470000000,480000000,73,0.1096,50.643,24,10,4,1.6661,0.32877,0.13699
6B,B,480000000,490000000,48,0.0833,51.227,2,2,2,1.0,0.04167,0.04167
6B,B,490000000,500000000,46,0.0652,52.945,7,4,3,1.3788,0.15217,0.08696
6B,B,500000000,510000000,69,0.087,51.716,8,6,3,1.5,0.11594,0.08696
6B,B,510000000,520000000,57,0.0351,52.084,2,2,2,1.0,0.03509,0.03509
6B,B,520000000,530000000,65,0.1538,52.8,61,12,4,0.8295,0.93846,0.18462
6B,B,530000000,540000000,63,0.1111,50.73,11,7,3,1.0958,0.1746,0.11111
6B,B,540000000,550000000,50,0.1,51.16,4,2,2,0.8113,0.08,0.04
6B,B,550000000,560000000,61,0.1311,51.92,9,5,4,1.7527,0.14754,0.08197
6B,B,560000000,570000000,94,0.1915,51.379,21,5,4,1.7763,0.2234,0.05319
6B,B,570000000,580000000,84,0.0476,52.892,27,9,6,1.862,0.32143,0.10714
6B,B,580000000,590000000,49,0.102,51.243,10,8,4,1.571,0.20408,0.16327
6B,B,590000000,600000000,67,0.2836,51.124,25,6,5,1.829,0.37313,0.08955
6B,B,600000000,610000000,53,0.1132,50.042,8,5,4,1.8113,0.15094,0.09434
6B,B,610000000,620000000,82,0.1463,53.955,16,8,4,1.5919,0.19512,0.09756
6B,B,620000000,630000000,48,0.1875,50.909,6,4,2,0.9183,0.125,0.08333
6B,B,630000000,640000000,80,0.1,53.782,88,9,4,0.536,1.1,0.1125
6B,B,640000000,650000000,92,0.2283,50.992,35,12,6,1.2682,0.38043,0.13043
6B,B,650000000,660000000,114,0.3158,51.189,35,12,5,1.7489,0.30702,0.10526
6B,B,660000000,670000000,94,0.1702,50.099,30,14,6,1.6671,0.31915,0.14894
6B,B,670000000,680000000,101,0.2673,54.402,11,10,3,1.4949,0.10891,0.09901
6B,B,680000000,690000000,142,0.2183,49.791,31,13,8,2.1722,0.21831,0.09155
6B,B,690000000,700000000,141,0.2128,51.826,36,12,5,1.2888,0.25532,0.08511
6B,B,700000000,710000000,197,0.2132,49.604,43,22,7,2.2475,0.21827,0.11168
6B,B,710000000,720000000,211,0.2844,47.356,58,20,7,1.9377,0.27488,0.09479
6B,B,720000000,730000000,19,0.2105,54.932,4,3,1,0.0,0.21053,0.15789
6D,D,0,10000000,263,0.2586,50.086,103,31,8,1.9169,0.39163,0.11787
6D,D,10000000,20000000,201,0.2388,50.73,29,8,5,1.408,0.14428,0.0398
6D,D,20000000,30000000,204,0.3039,51.222,49,18,7,2.1298,0.2402,0.08824
6D,D,30000000,40000000,120,0.1667,50.971,19,6,3,1.105,0.15833,0.05
6D,D,40000000,50000000,99,0.2222,48.502,5,3,3,1.371,0.05051,0.0303
6D,D,50000000,60000000,128,0.2656,49.237,27,6,2,0.951,0.21094,0.04688
6D,D,60000000,70000000,110,0.2,50.313,11,7,3,0.8659,0.1,0.06364
6D,D,70000000,80000000,66,0.2273,48.741,17,7,4,1.9928,0.25758,0.10606
6D,D,80000000,90000000,150,0.2867,50.205,94,5,4,0.7455,0.62667,0.03333
6D,D,90000000,100000000,65,0.1231,51.254,19,7,4,1.3727,0.29231,0.10769
6D,D,100000000,110000000,77,0.1558,50.96,8,2,3,1.4056,0.1039,0.02597
6D,D,110000000,120000000,73,0.0959,50.245,10,5,2,0.469,0.13699,0.06849
6D,D,120000000,130000000,76,0.1447,49.612,3,0,1,0.0,0.03947,0.0
6D,D,130000000,140000000,71,0.1127,51.314,2,0,1,0.0,0.02817,0.0
6D,D,140000000,150000000,59,0.0678,51.37,10,4,3,1.5219,0.16949,0.0678
6D,D,150000000,160000000,55,0.1091,49.887,15,6,4,1.7232,0.27273,0.10909
6D,D,160000000,170000000,37,0.2703,46.806,1,1,1,0.0,0.02703,0.02703
6D,D,170000000,180000000,15,0.2667,46.487,5,2,3,1.371,0.33333,0.13333
6D,D,180000000,190000000,11,0.1818,47.273,2,2,2,1.0,0.18182,0.18182
6D,D,190000000,200000000,14,0.0,46.068,5,2,2,0.7219,0.35714,0.14286
6D,D,200000000,210000000,13,0.2308,47.525,4,3,3,1.5,0.30769,0.23077
6D,D,210000000,220000000,14,0.2143,46.869,3,1,2,0.9183,0.21429,0.07143
6D,D,220000000,230000000,11,0.0909,46.738,8,3,4,1.75,0.72727,0.27273
6D,D,230000000,240000000,12,0.0833,47.062,6,3,3,1.4591,0.5,0.25
6D,D,240000000,250000000,15,0.0,44.395,6,2,2,0.65,0.4,0.13333
6D,D,250000000,260000000,16,0.125,46.782,1,1,1,0.0,0.0625,0.0625
6D,D,260000000,270000000,56,0.0714,50.059,9,5,4,1.9749,0.16071,0.08929
6D,D,270000000,280000000,59,0.0678,49.657,7,2,3,1.3788,0.11864,0.0339
6D,D,280000000,290000000,44,0.2727,47.688,2,0,1,0.0,0.04545,0.0
6D,D,290000000,300000000,75,0.12,49.91,10,4,3,1.2955,0.13333,0.05333
6D,D,300000000,310000000,81,0.0864,51.461,26,8,4,1.7793,0.32099,0.09877
6D,D,310000000,320000000,88,0.0682,51.571,6,3,3,1.585,0.06818,0.03409
6D,D,320000000,330000000,63,0.0794,52.925,5,2,3,1.371,0.07937,0.03175
6D,D,330000000,340000000,41,0.0488,51.098,5,2,3,1.371,0.12195,0.04878
6D,D,340000000,350000000,79,0.0506,52.389,11,4,4,1.6172,0.13924,0.05063
6D,D,350000000,360000000,79,0.0886,50.941,9,4,2,0.5033,0.11392,0.05063
6D,D,360000000,370000000,71,0.1268,51.851,1,1,1,0.0,0.01408,0.01408
6D,D,370000000,380000000,84,0.1071,51.082,32,2,3,0.9472,0.38095,0.02381
6D,D,380000000,390000000,130,0.0923,52.488,19,4,3,0.953,0.14615,0.03077
6D,D,390000000,400000000,62,0.0968,51.824,6,2,2,0.9183,0.09677,0.03226
6D,D,400000000,410000000,110,0.1,53.136,12,5,3,1.3844,0.10909,0.04545
6D,D,410000000,420000000,98,0.0918,53.202,17,3,3,1.3328,0.17347,0.03061
6D,D,420000000,430000000,140,0.1857,51.701,27,7,4,1.6503,0.19286,0.05
6D,D,430000000,440000000,178,0.2079,51.064,19,5,3,1.3235,0.10674,0.02809
6D,D,440000000,450000000,143,0.2657,52.055,28,3,2,0.9059,0.1958,0.02098
6D,D,450000000,460000000,233,0.2189,50.53,55,13,6,1.8651,0.23605,0.05579
6D,D,460000000,470000000,221,0.1946,48.876,123,25,7,1.4432,0.55656,0.11312
6D,D,470000000,480000000,86,0.2674,51.111,42,10,6,1.8729,0.48837,0.11628
7A,A,0,10000000,282,0.5142,49.91,96,33,11,2.0301,0.34043,0.11702
7A,A,10000000,20000000,182,0.4505,49.886,51,19,6,1.6946,0.28022,0.1044
7A,A,20000000,30000000,170,0.4529,50.57,58,13,6,1.1391,0.34118,0.07647
7A,A,30000000,40000000,131,0.4046,51.761,60,20,9,1.5431,0.45802,0.15267
7A,A,40000000,50000000,120,0.4167,51.027,67,12,6,1.3738,0.55833,0.1
7A,A,50000000,60000000,113,0.3274,51.291,40,15,4,1.0219,0.35398,0.13274
7A,A,60000000,70000000,179,0.2793,50.852,28,14,7,2.2636,0.15642,0.07821
7A,A,70000000,80000000,102,0.1961,51.262,27,14,7,2.2506,0.26471,0.13725
7A,A,80000000,90000000,140,0.2071,51.559,81,23,6,1.4801,0.57857,0.16429
7A,A,90000000,100000000,98,0.2347,51.484,14,7,5,2.121,0.14286,0.07143
7A,A,100000000,110000000,100,0.18,52.509,12,9,3,1.2516,0.12,0.09
7A,A,110000000,120000000,65,0.1385,49.785,26,14,6,1.944,0.4,0.21538
7A,A,120000000,130000000,129,0.1473,53.184,10,3,3,1.361,0.07752,0.02326
7A,A,130000000,140000000,101,0.2376,53.815,26,12,4,1.6195,0.25743,0.11881
7A,A,140000000,150000000,66,0.2424,52.317,6,5,3,1.4591,0.09091,0.07576
7A,A,150000000,160000000,69,0.1449,50.693,7,7,4,1.6645,0.10145,0.10145
7A,A,160000000,170000000,85,0.0824,54.404,12,6,5,1.585,0.14118,0.07059
7A,A,170000000,180000000,70,0.0857,53.494,61,8,3,0.3281,0.87143,0.11429
7A,A,180000000,190000000,65,0.0923,50.905,11,3,4,1.2776,0.16923,0.04615
7A,A,190000000,200000000,79,0.1646,49.809,13,2,2,0.3912,0.16456,0.02532
7A,A,200000000,210000000,72,0.1111,48.642,6,5,3,1.4591,0.08333,0.06944
7A,A,210000000,220000000,73,0.1644,47.859,12,7,3,1.1887,0.16438,0.09589
7A,A,220000000,230000000,44,0.1364,51.42,7,5,4,1.6645,0.15909,0.11364
7A,A,230000000,240000000,57,0.0351,51.096,7,4,3,1.4488,0.12281,0.07018
7A,A,240000000,250000000,45,0.0667,51.438,4,3,2,0.8113,0.08889,0.06667
7A,A,250000000,260000000,47,0.0638,49.079,4,4,2,0.8113,0.08511,0.08511
7A,A,260000000,270000000,41,0.1951,48.773,16,10,3,1.4772,0.39024,0.2439
7A,A,270000000,280000000,36,0.1389,51.402,7,3,2,0.9852,0.19444,0.08333
7A,A,280000000,290000000,62,0.1774,50.699,8,3,2,0.8113,0.12903,0.04839
7A,A,290000000,300000000,37,0.1351,48.392,2,2,1,0.0,0.05405,0.05405
7A,A,300000000,310000000,18,0.1111,50.654,2,2,2,1.0,0.11111,0.11111
7A,A,310000000,320000000,14,0.2143,45.981,9,5,3,1.3516,0.64286,0.35714
7A,A,320000000,330000000,15,0.2,47.385,14,6,3,1.2958,0.93333,0.4
7A,A,330000000,340000000,15,0.3333,45.004,10,3,2,0.8813,0.66667,0.2
7A,A,340000000,350000000,17,0.1765,47.425,9,4,3,1.5305,0.52941,0.23529
7A,A,350000000,360000000,35,0.3714,42.354,3,1,1,0.0,0.08571,0.02857
7A,A,360000000,370000000,10,0.1,42.61,3,2,2,0.9183,0.3,0.2
7A,A,370000000,380000000,16,0.25,48.134,4,2,2,1.0,0.25,0.125
7A,A,380000000,390000000,14,0.2143,46.668,0,0,0,0.0,0.0,0.0
7A,A,390000000,400000000,14,0.0714,47.339,1,1,1,0.0,0.07143,0.07143
7A,A,400000000,410000000,20,0.3,48.829,2,2,2,1.0,0.1,0.1
7A,A,410000000,420000000,19,0.2632,46.014,6,2,2,0.65,0.31579,0.10526
7A,A,420000000,430000000,38,0.0526,47.056,4,2,2,0.8113,0.10526,0.05263
7A,A,430000000,440000000,57,0.0702,48.372,7,4,4,1.8424,0.12281,0.07018
7A,A,440000000,450000000,44,0.1136,51.372,11,3,4,1.6767,0.25,0.06818
7A,A,450000000,460000000,38,0.1579,52.584,5,3,3,1.371,0.13158,0.07895
7A,A,460000000,470000000,37,0.1622,47.953,8,2,3,1.2988,0.21622,0.05405
7A,A,470000000,480000000,63,0.1111,52.522,6,3,2,0.9183,0.09524,0.04762
7A,A,480000000,490000000,53,0.0943,50.11,10,6,3,1.2955,0.18868,0.11321
7A,A,490000000,500000000,55,0.1636,47.736,6,4,4,1.9183,0.10909,0.07273
7A,A,500000000,510000000,64,0.0938,52.42,6,2,1,0.0,0.09375,0.03125
7A,A,510000000,520000000,80,0.05,54.076,29,13,4,1.3732,0.3625,0.1625
7A,A,520000000,530000000,33,0.0909,51.272,1,1,1,0.0,0.0303,0.0303
7A,A,530000000,540000000,81,0.1975,50.136,17,7,3,0.8343,0.20988,0.08642
7A,A,540000000,550000000,103,0.0971,52.781,16,10,4,1.4238,0.15534,0.09709
7A,A,550000000,560000000,77,0.1688,50.445,7,5,4,1.9502,0.09091,0.06494
