Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Triticum aestivum homoeologue gene stable ID	Triticum aestivum homoeologue chromosome/scaffold name	Triticum aestivum homoeologue chromosome/scaffold start (bp)	Triticum aestivum homoeologue chromosome/scaffold end (bp)	Triticum aestivum homoeology confidence [0 low, 1 high]
TraesCS7A02G445904	7A	640662473	640664992	TraesCS7B02G345300	7B	601115143	601117242	1
TraesCS7A02G445904	7A	640662473	640664992	TraesCS7D02G436600	7D	555193615	555196368	1
TraesCS2B02G006400	2B	4117000	4118048	TraesCS2D02G015800	2D	7666822	7667846	1
TraesCS2D02G547200	2D	623511160	623514371	TraesCS2B02G576900	2B	765546748	765549476	1
TraesCS5B02G176900	5B	322910160	322910705					
TraesCS5D02G149300	5D	238179578	238186326	TraesCS5B02G141500	5B	267279162	267280034	1
TraesCS1D02G100900	1D	88243236	88244411	TraesCS1B02G119800	1B	142093775	142094728	1
TraesCS4A02G361900	4A	635927667	635934219	TraesCS5B02G510900	5B	676338355	676344599	1
TraesCS4A02G361900	4A	635927667	635934219	TraesCS5D02G511200	5D	535916191	535922054	1
TraesCS7A02G099500	7A	60327653	60328009	TraesCS3B02G301400	3B	483373316	483373615	1
TraesCS3B02G448300	3B	688395782	688398006	TraesCS3D02G408300	3D	522777006	522779011	1
TraesCS5A02G088100	5A	118660941	118666124	TraesCS5D02G100500	5D	113381249	113386749	1
TraesCS5A02G088100	5A	118660941	118666124	TraesCS5B02G094100	5B	123749998	123755587	1
TraesCS5B02G244700	5B	426086669	426087433	TraesCS5D02G254000	5D	360749836	360750916	1
TraesCS5B02G244700	5B	426086669	426087433	TraesCS5A02G247500	5A	461522459	461523320	1
TraesCS2D02G098900	2D	51142692	51143869	TraesCS2B02G116200	2B	79669438	79680858	1
TraesCS3A02G133400	3A	110332577	110335329	TraesCS3D02G149600	3D	114335561	114338263	1
TraesCS3A02G133400	3A	110332577	110335329	TraesCS3B02G166100	3B	166501030	166503617	1
TraesCS4D02G095100	4D	70359396	70361834	TraesCS4B02G099100	4B	104336710	104339336	1
TraesCS4D02G095100	4D	70359396	70361834	TraesCS4A02G220400	4A	523456130	523458216	1
TraesCS6B02G288100	6B	519138237	519151477	TraesCS6D02G241600	6D	343945751	343951852	1
TraesCS6B02G288100	6B	519138237	519151477	TraesCS6A02G260800	6A	484275099	484281562	1
TraesCS3B02G495100	3B	739325488	739327188	TraesCS3D02G448300	3D	556853016	556854527	1
TraesCS6B02G067800	6B	45776705	45780939	TraesCS5D02G194000	5D	298050366	298055003	0
TraesCS6B02G067800	6B	45776705	45780939	TraesCS5A02G197100	5A	400866703	400879323	0
TraesCS7D02G392900	7D	507847500	507857607	TraesCS7B02G299300	7B	536115258	536125967	1
TraesCS7D02G392900	7D	507847500	507857607	TraesCS7A02G398600	7A	577767823	577778277	1
TraesCS5A02G423500	5A	609240576	609242027	TraesCS5B02G425400	5B	601337409	601338527	1
TraesCS4D02G018600	4D	7912111	7918770	TraesCS4A02G292900	4A	595329657	595352176	1
TraesCS2B02G204900	2B	184494642	184495342	TraesCS2A02G177800	2A	137129182	137129890	1
TraesCS2B02G204900	2B	184494642	184495342	TraesCS2D02G186200	2D	131042176	131043237	1
TraesCS6A02G081400	6A	49934504	49934713					
TraesCS6B02G331600	6B	582865347	582868417	TraesCS6D02G281900	6D	389588754	389592975	1
TraesCS6B02G331600	6B	582865347	582868417	TraesCS6A02G302400	6A	535982593	535985613	1
TraesCS4D02G340500	4D	497664921	497667994	TraesCS5A02G514500	5A	678082157	678084778	1
TraesCS4D02G340500	4D	497664921	497667994	TraesCS4B02G345400	4B	638985714	638988861	1
TraesCS5B02G028400	5B	27486367	27487458	TraesCS5D02G037700	5D	36742686	36745179	1
TraesCS5B02G028400	5B	27486367	27487458	TraesCS5A02G029800	5A	25863466	25866984	1
TraesCS7D02G180100	7D	133320009	133320965	TraesCS7A02G178200	7A	131868849	131870175	1
TraesCS7D02G180100	7D	133320009	133320965	TraesCS7B02G083900	7B	94607254	94608541	1
TraesCS2D02G301700	2D	385159632	385162284	TraesCS2A02G303100	2A	520298126	520301160	1
TraesCS2D02G301700	2D	385159632	385162284	TraesCS2B02G319700	2B	456017181	456019496	1
TraesCS1B02G156900	1B	265292308	265299201	TraesCS1A02G139700	1A	237509579	237520090	1
TraesCS1B02G156900	1B	265292308	265299201	TraesCS1D02G139300	1D	191792122	191798792	1
TraesCS2B02G629800	2B	800855678	800866082	TraesCS2D02G577300	2D	640580969	640620615	1
TraesCS2B02G629800	2B	800855678	800866082	TraesCS2D02G577500	2D	640654129	640662008	1
TraesCS7A02G138200	7A	90504484	90507911	TraesCS7B02G040300	7B	40297833	40301090	1
TraesCS7A02G138200	7A	90504484	90507911	TraesCS7D02G139800	7D	89475764	89478415	1
TraesCS2B02G094000	2B	54440166	54441447	TraesCS2D02G076600	2D	32763082	32764314	1
TraesCS2B02G094000	2B	54440166	54441447	TraesCS2A02G079200	2A	35975801	35977086	1
TraesCS3B02G394100	3B	621143791	621154958	TraesCS3A02G361700	3A	609946967	609956803	1
TraesCS3B02G394100	3B	621143791	621154958	TraesCS3D02G355400	3D	467279255	467289396	1
TraesCS2A02G224200	2A	222593597	222600352	TraesCS2D02G230500	2D	201153439	201160234	1
TraesCS2A02G224200	2A	222593597	222600352	TraesCS2B02G274400	2B	377526036	377532812	1
TraesCS5A02G002700	5A	2120701	2126503	TraesCS5B02G002900	5B	4546069	4552406	1
TraesCS5A02G002700	5A	2120701	2126503	TraesCS5D02G002500	5D	2660134	2666343	1
TraesCS7D02G527200	7D	622215597	622222787	TraesCS7A02G541300	7A	717841265	717847591	1
TraesCS7D02G527200	7D	622215597	622222787	TraesCS7B02G071200	7B	78245917	78252303	0
TraesCS3A02G490000	3A	717623310	717626557	TraesCS3B02G550600	3B	785462247	785469144	1
TraesCS5A02G342200	5A	547639943	547640158					
TraesCS2B02G330100	2B	474615240	474616102	TraesCS2A02G313000	2A	537509590	537510476	1
TraesCS2B02G330100	2B	474615240	474616102	TraesCS2D02G311500	2D	400382576	400384921	1
TraesCS3A02G454400	3A	692617496	692623875	TraesCS3D02G446800	3D	555476782	555484133	1
TraesCS3A02G454400	3A	692617496	692623875	TraesCS3B02G493000	3B	738693658	738699994	1
TraesCS6A02G213700	6A	389164235	389167205	TraesCS6B02G243700	6B	433678666	433681701	1
TraesCS6A02G213700	6A	389164235	389167205	TraesCS7B02G234400	7B	438787954	438790537	1
TraesCS6A02G213700	6A	389164235	389167205	TraesCS6D02G196300	6D	272639825	272642873	1
TraesCS1D02G162000	1D	229879805	229882659	TraesCS1A02G164900	1A	297872019	297874932	1
TraesCS1D02G162000	1D	229879805	229882659	TraesCS1B02G182000	1B	328938350	328943889	1
TraesCS6A02G071000	6A	38758958	38759492	TraesCS6B02G095100	6B	71301680	71302226	1
TraesCS7D02G553600	7D	636965893	636968642	TraesCS4A02G143400	4A	236227264	236227949	1
TraesCS4A02G407600	4A	680372860	680376810	TraesCS4D02G305200	4D	473813785	473817696	1
TraesCS4A02G407600	4A	680372860	680376810	TraesCS4B02G307000	4B	596375433	596379855	1
TraesCS5D02G212000	5D	320887732	320894443	TraesCS5A02G204100	5A	413409682	413415847	1
TraesCS5D02G212000	5D	320887732	320894443	TraesCS5B02G204100	5B	372104328	372111118	1
TraesCS2A02G449000	2A	698663755	698686400	TraesCS2D02G448300	2D	558109399	558113994	1
TraesCS2A02G449000	2A	698663755	698686400	TraesCS2B02G470300	2B	666633473	666642396	1
TraesCS4A02G104000	4A	117666794	117670268	TraesCS4B02G199900	4B	428205164	428213755	1
TraesCS4A02G104000	4A	117666794	117670268	TraesCS4D02G200900	4D	348048297	348057108	1
TraesCS2A02G043200	2A	17249740	17252351	TraesCS2B02G055700	2B	27086064	27089216	1
TraesCS2A02G043200	2A	17249740	17252351	TraesCS2D02G042400	2D	15193845	15197322	1
TraesCSU02G153000	Un	194632943	194637163					
TraesCS1D02G151300	1D	209509948	209520138	TraesCS5B02G116900	5B	203502444	203513415	1
TraesCS1D02G151300	1D	209509948	209520138	TraesCS2A02G258100	2A	401197692	401217644	0
TraesCS1D02G151300	1D	209509948	209520138	TraesCS2A02G258200	2A	403165680	403183742	0
TraesCS7D02G553400	7D	636849921	636852602	TraesCS7A02G557200	7A	729275455	729276743	1
TraesCS7D02G553400	7D	636849921	636852602	TraesCS7B02G481900	7B	739390587	739392458	1
TraesCS7B02G204300	7B	374560544	374566835	TraesCS7D02G299400	7D	379312201	379317232	1
TraesCS7B02G204300	7B	374560544	374566835	TraesCS7A02G303900	7A	427615013	427620081	1
TraesCS7A02G437900	7A	632526633	632527103	TraesCS7D02G428300	7D	548775950	548776692	0
TraesCS7A02G437900	7A	632526633	632527103	TraesCS7B02G337400	7B	592347594	592348439	0
TraesCS2A02G555000	2A	759811591	759812892	TraesCS2D02G559500	2D	631962044	631963415	1
TraesCS2A02G555000	2A	759811591	759812892	TraesCS2B02G589000	2B	775372561	775373845	1
TraesCS4B02G171000	4B	374213113	374216256	TraesCS4D02G173000	4D	300853657	300858704	1
TraesCS4B02G171000	4B	374213113	374216256	TraesCS4A02G133900	4A	182057412	182060108	1
TraesCS1B02G245000	1B	434409017	434411291	TraesCS1A02G229000	1A	400974762	400975411	1
TraesCS1B02G245000	1B	434409017	434411291	TraesCS1D02G233200	1D	321704538	321704948	0
TraesCS6D02G127800	6D	91829524	91830859	TraesCS6A02G139100	6A	111530440	111531641	1
TraesCS6B02G292000	6B	525313649	525314308	TraesCS6D02G249800	6D	353099687	353100346	1
TraesCS6B02G292000	6B	525313649	525314308	TraesCS6A02G265000	6A	489441568	489442227	1
TraesCS7D02G490900	7D	600448397	600450357	TraesCS7B02G410900	7B	679789030	679793638	1
TraesCS2D02G258200	2D	314318234	314320059	TraesCS3B02G481700	3B	729167735	729169348	1
TraesCS2D02G258200	2D	314318234	314320059	TraesCS2A02G265300	2A	421248978	421249736	1
TraesCS2D02G258200	2D	314318234	314320059	TraesCS2B02G276700	2B	382503227	382504921	1
TraesCS3D02G273500	3D	379486823	379490540	TraesCS3A02G274300	3A	503703424	503707155	1
TraesCS3D02G273500	3D	379486823	379490540	TraesCS3B02G308000	3B	495101621	495105368	1
TraesCS3D02G516500	3D	600178359	600179594	TraesCS3B02G577500	3B	807357041	807358170	1
TraesCS2D02G210500	2D	166863552	166866053	TraesCS2A02G205400	2A	183514108	183515983	1
TraesCS2D02G210500	2D	166863552	166866053	TraesCS2B02G232800	2B	230968864	230971162	1
TraesCS7D02G018000	7D	8030710	8034171	TraesCS7A02G092400	7A	56204978	56206522	0
TraesCS7D02G018000	7D	8030710	8034171	TraesCS4A02G471400	4A	731850021	731851331	0
TraesCS7D02G018000	7D	8030710	8034171	TraesCS4A02G470800	4A	731614417	731616777	0
TraesCS3B02G145400	3B	133810928	133818173					
TraesCS2B02G458800	2B	653593921	653598260	TraesCS2D02G435600	2D	546683844	546688152	1
TraesCS2B02G458800	2B	653593921	653598260	TraesCS2A02G438500	2A	689753887	689759532	1
TraesCS2A02G588800	2A	777826234	777826838	TraesCS2B02G594800	2B	779186799	779187200	1
TraesCS3A02G312700	3A	552558429	552559243	TraesCS3D02G141600	3D	103778236	103779006	1
TraesCS3A02G312700	3A	552558429	552559243	TraesCS3B02G159300	3B	154424682	154425821	1
TraesCS1B02G119000	1B	139670889	139674918	TraesCS1A02G091200	1A	82530925	82535170	1
TraesCS1B02G119000	1B	139670889	139674918	TraesCS1D02G099700	1D	86923349	86929852	1
TraesCS3D02G475100	3D	575739377	575740827	TraesCS3A02G480300	3A	711285221	711286569	1
TraesCS3D02G475100	3D	575739377	575740827	TraesCS3B02G524800	3B	766660397	766661758	1
TraesCS3D02G475100	3D	575739377	575740827	TraesCS3B02G526100	3B	768470821	768482837	1
TraesCS2A02G315600	2A	541200447	541201838	TraesCS2D02G313700	2D	403468881	403470133	1
TraesCS2A02G315600	2A	541200447	541201838	TraesCS2B02G333900	2B	477568287	477569959	1
TraesCS2A02G315600	2A	541200447	541201838	TraesCS2B02G547800	2B	744185440	744186808	1
TraesCS2A02G334600	2A	568399774	568405206	TraesCS2B02G347800	2B	494371121	494376445	1
TraesCS2A02G334600	2A	568399774	568405206	TraesCS2D02G328900	2D	422079023	422085254	1
TraesCS4B02G068800	4B	61536470	61536820	TraesCS1D02G074200	1D	55610221	55610821	0
TraesCS4B02G068800	4B	61536470	61536820	TraesCS4D02G067800	4D	43150443	43151116	0
TraesCS5B02G449000	5B	621397566	621399013	TraesCS5D02G452000	5D	499954967	499956378	1
TraesCS5B02G449000	5B	621397566	621399013	TraesCS5A02G444300	5A	624473907	624475399	1
TraesCS5A02G442600	5A	622991685	622992377	TraesCS5B02G446700	5B	618125381	618126091	1
TraesCS5A02G442600	5A	622991685	622992377	TraesCS5D02G450000	5D	498627442	498628125	1
TraesCS1A02G206000	1A	368366471	368375959	TraesCS1B02G219500	1B	396597678	396605441	1
TraesCS1A02G206000	1A	368366471	368375959	TraesCS1D02G209200	1D	295274493	295280663	1
TraesCS5D02G372700	5D	446405269	446410705	TraesCS5B02G365600	5B	544334250	544339844	1
TraesCS5D02G372700	5D	446405269	446410705	TraesCS5A02G363500	5A	564079567	564084186	1
TraesCS7D02G289273	7D	330437671	330438183					
TraesCS7A02G404800	7A	587364624	587366468	TraesCS7B02G304200	7B	544911423	544913191	1
TraesCS7A02G404800	7A	587364624	587366468	TraesCS7D02G398100	7D	514074452	514076294	1
TraesCS2B02G279300	2B	385561922	385562353	TraesCS2D02G261200	2D	317941956	317942387	1
TraesCS1D02G326700	1D	419201480	419202087					
TraesCS1B02G051900	1B	32058956	32062010	TraesCS1D02G040900	1D	19899032	19902635	1
TraesCS7A02G332200	7A	485610822	485611091	TraesCS7B02G245000	7B	453443648	453443898	1
TraesCS4D02G245700	4D	414327480	414328826	TraesCS4A02G058400	4A	49199667	49200900	1
TraesCS4D02G245700	4D	414327480	414328826	TraesCS4B02G246400	4B	510433938	510435155	1
TraesCS3B02G467300	3B	710170536	710171692					
TraesCS3D02G364700	3D	478537875	478540110	TraesCS2A02G064000	2A	28674672	28677094	1
TraesCS6A02G292800	6A	524363459	524364909	TraesCS6B02G323200	6B	572112385	572114199	1
TraesCS6A02G292800	6A	524363459	524364909	TraesCS6D02G273900	6D	382562735	382563853	1
TraesCS3D02G404200	3D	518565748	518566065	TraesCS2B02G008600	2B	4846099	4846416	0
TraesCS3D02G404200	3D	518565748	518566065	TraesCS2A02G500100	2A	729228144	729228461	0
TraesCS2A02G189100	2A	155159329	155160878	TraesCS2D02G198600	2D	147351749	147354060	1
TraesCS2A02G189100	2A	155159329	155160878	TraesCS2B02G218200	2B	207060276	207062266	1
TraesCS2A02G516100	2A	740006810	740010648	TraesCS2D02G517600	2D	608477275	608481252	1
TraesCS2A02G516100	2A	740006810	740010648	TraesCS2B02G544700	2B	741854453	741857920	1
TraesCS3D02G332300	3D	444672790	444676528	TraesCS3A02G338700	3A	585473920	585478204	1
TraesCS3D02G332300	3D	444672790	444676528	TraesCS3B02G370400	3B	582463035	582467353	1
TraesCS1D02G042700	1D	21452673	21459650	TraesCS1A02G042300	1A	23002987	23009737	1
TraesCS1D02G042700	1D	21452673	21459650	TraesCS1B02G054200	1B	35127542	35133899	0
TraesCS7A02G444900	7A	639598935	639599843	TraesCS7B02G344100	7B	600389404	600390299	1
TraesCS7A02G444900	7A	639598935	639599843	TraesCS7B02G343900	7B	600311421	600312277	1
TraesCS7A02G444900	7A	639598935	639599843	TraesCS7D02G435000	7D	554529794	554530683	1
TraesCS7A02G444900	7A	639598935	639599843	TraesCS7B02G344000	7B	600351074	600351938	1
TraesCS2A02G180600	2A	139518425	139522768	TraesCS2D02G138700	2D	81655016	81659337	1
TraesCS6A02G061700	6A	33010713	33011535	TraesCS6D02G062300	6D	29089612	29090570	0
TraesCS6A02G061700	6A	33010713	33011535	TraesCS6B02G082300	6B	59100486	59101310	1
TraesCS6A02G061700	6A	33010713	33011535	TraesCS6B02G082100	6B	58812298	58813153	1
TraesCS3B02G398300	3B	628721186	628724685	TraesCS3D02G359900	3D	473609204	473612823	1
TraesCS3B02G398300	3B	628721186	628724685	TraesCS3A02G367000	3A	616093533	616096840	1
TraesCS2B02G534800	2B	730999882	731004636	TraesCS2A02G506500	2A	734347340	734352307	1
TraesCS2B02G534800	2B	730999882	731004636	TraesCS2D02G507200	2D	600975869	600981018	1
TraesCS7D02G345900	7D	444373869	444376646	TraesCS7B02G250000	7B	461239097	461241556	1
TraesCS7D02G345900	7D	444373869	444376646	TraesCS7A02G338700	7A	495571716	495573933	1
TraesCS6D02G150700	6D	124513883	124515198	TraesCS7B02G487500	7B	742985797	742986369	0
TraesCS6D02G150700	6D	124513883	124515198	TraesCS3B02G564800	3B	797596006	797596578	0
TraesCS6A02G361000	6A	591731568	591733937	TraesCS6B02G393800	6B	668776400	668778663	1
TraesCS6A02G361000	6A	591731568	591733937	TraesCS6D02G344500	6D	444134756	444138375	1
TraesCS2B02G419500	2B	601181888	601204471	TraesCS2D02G398800	2D	511921502	511945006	1
TraesCS2B02G419500	2B	601181888	601204471	TraesCS2A02G401500	2A	655034228	655052698	1
TraesCS7A02G012649	7A	5525387	5530648	TraesCS7D02G010700	7D	5007881	5013015	1
TraesCS2A02G295900	2A	509070654	509076530	TraesCS2B02G312300	2B	447740481	447746471	1
TraesCS2A02G295900	2A	509070654	509076530	TraesCS2D02G293800	2D	376318012	376324673	1
TraesCS6A02G190500	6A	252818960	252855274	TraesCS6B02G222400	6B	321263903	321322289	1
TraesCS6A02G190500	6A	252818960	252855274	TraesCS6D02G180500	6D	199636682	199671968	1
TraesCSU02G151000	Un	184899814	184901132					
TraesCS2A02G455100	2A	703868960	703875897	TraesCS2D02G455500	2D	563786723	563793665	1
TraesCS2A02G455100	2A	703868960	703875897	TraesCS2B02G477200	2B	674029668	674036486	1
TraesCS5A02G019600	5A	15844722	15850922	TraesCS5D02G025000	5D	22374511	22381253	1
TraesCS5A02G019600	5A	15844722	15850922	TraesCS5B02G016900	5B	15546995	15553626	1
TraesCS7D02G080800	7D	47516381	47517081					
TraesCS3A02G371200	3A	621515444	621517624	TraesCS3D02G364300	3D	478060095	478062284	1
TraesCS3A02G371200	3A	621515444	621517624	TraesCS3B02G403400	3B	637334732	637336932	1
TraesCS2D02G155400	2D	99125364	99129842	TraesCS2A02G150300	2A	98120360	98123693	1
TraesCS2D02G155400	2D	99125364	99129842	TraesCS2B02G175500	2B	150704318	150707931	1
TraesCS5B02G521200	5B	683140395	683147990	TraesCS5D02G522000	5D	542679857	542681089	0
TraesCS5B02G521200	5B	683140395	683147990	TraesCS4A02G349800	4A	626307387	626329052	1
TraesCS5A02G201400	5A	407544525	407546761	TraesCS5D02G207500	5D	313370073	313372367	1
TraesCS5A02G201400	5A	407544525	407546761	TraesCS5B02G200100	5B	361003874	361006150	1
TraesCS6A02G152700	6A	137523560	137539298	TraesCS6B02G180700	6B	201433642	201451523	1
TraesCS6A02G152700	6A	137523560	137539298	TraesCS6D02G142400	6D	112454009	112475216	1
TraesCS2A02G078400	2A	35658074	35658283					
TraesCS6A02G232400	6A	439753792	439757848	TraesCS6B02G260800	6B	470918657	470921934	1
TraesCS6A02G232400	6A	439753792	439757848	TraesCS6D02G215300	6D	305608235	305611970	1
TraesCS3D02G474900	3D	575732638	575734176	TraesCS3B02G524600	3B	766635172	766636716	1
TraesCS3D02G474900	3D	575732638	575734176	TraesCS3A02G480100	3A	711252286	711253824	1
TraesCS2B02G141700	2B	108229860	108231756	TraesCS2A02G120800	2A	70869120	70871216	1
TraesCS7B02G465900	7B	723261382	723262126	TraesCS7D02G529700	7D	624835393	624836038	1
TraesCS7B02G465900	7B	723261382	723262126	TraesCS7A02G543800	7A	720642336	720642973	1
TraesCS7D02G389900	7D	505129386	505140577	TraesCS7A02G394500	7A	572862426	572873762	1
TraesCS7D02G389900	7D	505129386	505140577	TraesCS7B02G296500	7B	533295979	533307271	1
TraesCS5B02G154800	5B	285499073	285500303	TraesCS5D02G162000	5D	253177869	253179294	1
TraesCS5B02G154800	5B	285499073	285500303	TraesCS5A02G156600	5A	335672100	335673327	1
TraesCS1A02G217200	1A	385274610	385277432	TraesCS1D02G219000	1D	306634554	306637135	1
TraesCS1A02G217200	1A	385274610	385277432	TraesCS1B02G230300	1B	413983226	413987154	1
TraesCS6B02G115000	6B	98983330	98987606	TraesCS6A02G087000	6A	55700360	55705297	1
TraesCS3A02G215200	3A	392778021	392781405	TraesCS3B02G245200	3B	389256144	389259381	1
TraesCS3A02G215200	3A	392778021	392781405	TraesCS3D02G217200	3D	295137012	295140165	1
TraesCS3D02G506400	3D	593244355	593246079	TraesCS3A02G499500	3A	724519334	724520931	1
TraesCS3D02G506400	3D	593244355	593246079	TraesCS3B02G562800	3B	795913737	795915321	1
TraesCS7B02G080300	7B	90189439	90195307	TraesCS7D02G176700	7D	128912281	128919539	1
TraesCS7B02G080300	7B	90189439	90195307	TraesCS7A02G175200	7A	128826237	128833021	1
TraesCS4B02G204700	4B	436501800	436510960	TraesCS4A02G099600	4A	112576892	112585753	1
TraesCS4B02G204700	4B	436501800	436510960	TraesCS4D02G205600	4D	353042048	353052399	1
TraesCS6D02G172000	6D	158443808	158447604	TraesCS6B02G213600	6B	288636347	288640344	1
TraesCS6D02G172000	6D	158443808	158447604	TraesCS6A02G182800	6A	211641602	211646433	1
TraesCS1D02G286300	1D	384508834	384517026	TraesCS1A02G287400	1A	484328735	484337743	1
TraesCS1D02G286300	1D	384508834	384517026	TraesCS1B02G296800	1B	515916405	515924274	1
TraesCS6A02G135900	6A	107263384	107263599	TraesCS1B02G113900	1B	133112204	133112419	0
TraesCS6A02G135900	6A	107263384	107263599	TraesCS5D02G187600	5D	289421692	289421907	1
TraesCS5A02G349200	5A	552381202	552381456					
TraesCS6B02G450000	6B	708988727	708990312	TraesCS6D02G389400	6D	464984388	464986028	1
TraesCS6B02G450000	6B	708988727	708990312	TraesCS6A02G405600	6A	611513232	611514823	1
TraesCS7D02G304500	7D	386499272	386510886	TraesCS7B02G208000	7B	380712199	380717333	1
TraesCS7D02G304500	7D	386499272	386510886	TraesCS7A02G307700	7A	435723274	435729156	1
TraesCS5B02G274400	5B	460264033	460272960	TraesCS5A02G274700	5A	484077312	484084235	1
TraesCS5B02G274400	5B	460264033	460272960	TraesCS5D02G282300	5D	383774842	383781623	1
TraesCS6B02G074400	6B	51094670	51098637	TraesCS6D02G058000	6D	27503270	27507071	1
TraesCS6B02G074400	6B	51094670	51098637	TraesCS6A02G058100	6A	30715994	30718541	1
TraesCS4A02G355600	4A	629466744	629468423	TraesCS5D02G516700	5D	539033825	539035603	1
TraesCS4A02G355600	4A	629466744	629468423	TraesCS5B02G516600	5B	680612041	680614539	1
TraesCS3B02G375600	3B	590498916	590501324	TraesCS3D02G337400	3D	449342171	449344565	1
TraesCS3B02G375600	3B	590498916	590501324	TraesCS3A02G343600	3A	592489387	592492020	1
TraesCS3A02G436200	3A	679890201	679891667					
TraesCS4D02G268900	4D	439784782	439785246	TraesCS4A02G036700	4A	29079882	29080340	1
TraesCS4D02G268900	4D	439784782	439785246	TraesCS4B02G269600	4B	544602907	544603550	1
TraesCS4B02G161600	4B	320325182	320330923	TraesCS4D02G154200	4D	201896944	201905027	1
TraesCS4B02G161600	4B	320325182	320330923	TraesCS4A02G143100	4A	234126560	234132370	1
TraesCS2B02G377600	2B	540707961	540708296	TraesCS2D02G357000	2D	459314151	459314486	1
TraesCS3B02G538800	3B	778442504	778443806					
TraesCS2A02G194600	2A	163669154	163671276	TraesCS2B02G212300	2B	196192468	196194295	1
TraesCS2A02G194600	2A	163669154	163671276	TraesCS2D02G193300	2D	138246936	138249093	1
TraesCS3A02G201800	3A	337880362	337883102	TraesCS3D02G202200	3D	246326212	246329199	1
TraesCS3A02G201800	3A	337880362	337883102	TraesCS3B02G228700	3B	331552706	331555681	1
TraesCS4D02G166000	4D	279291000	279298186	TraesCS4B02G153700	4B	266078944	266086376	1
TraesCS4D02G166000	4D	279291000	279298186	TraesCS4A02G162200	4A	353870618	353877943	1
TraesCS1D02G383900	1D	458161019	458161261	TraesCS1A02G376900	1A	550661303	550661545	1
TraesCS1D02G383900	1D	458161019	458161261	TraesCS1A02G377100	1A	550674756	550674998	1
TraesCS1B02G067500	1B	52293498	52295533					
TraesCS2B02G096000	2B	56038858	56042012	TraesCS2A02G081400	2A	36808754	36811924	1
TraesCS2B02G096000	2B	56038858	56042012	TraesCS2D02G079200	2D	33903808	33907017	1
TraesCS4B02G113300	4B	128024942	128026366	TraesCS4D02G110800	4D	91223440	91225860	1
TraesCS4B02G113300	4B	128024942	128026366	TraesCS4A02G209800	4A	503616357	503617870	1
TraesCS2D02G396300	2D	507427853	507434798	TraesCS2B02G416700	2B	596074007	596076093	1
TraesCS2D02G396300	2D	507427853	507434798	TraesCS2A02G398800	2A	651994577	651996616	1
TraesCS1A02G169200	1A	301894091	301894885	TraesCS1D02G167200	1D	238328427	238329351	1
TraesCS1A02G169200	1A	301894091	301894885	TraesCS1B02G187700	1B	335976022	335976835	1
TraesCS4D02G250600	4D	419246719	419247330	TraesCS4A02G054000	4A	45467640	45468926	1
TraesCS4D02G250600	4D	419246719	419247330	TraesCS4A02G054300	4A	45735398	45736684	0
TraesCS1D02G278000	1D	375355655	375365730	TraesCS1B02G287900	1B	500599442	500624765	1
TraesCS1D02G278000	1D	375355655	375365730	TraesCS1A02G278700	1A	474421055	474428708	1
TraesCS6A02G294400	6A	526161157	526164861	TraesCS4D02G164300	4D	264461439	264465842	1
TraesCS6A02G294400	6A	526161157	526164861	TraesCS2D02G241500	2D	263419454	263423893	1
TraesCS6A02G294400	6A	526161157	526164861	TraesCS2B02G510600	2B	706584954	706589012	0
TraesCS6A02G294400	6A	526161157	526164861	TraesCS3B02G495900	3B	739839942	739842215	1
TraesCS3A02G392000	3A	639620066	639620844					
TraesCS5A02G314300	5A	524719912	524724901	TraesCS5D02G320500	5D	412608546	412620116	1
TraesCS5A02G314300	5A	524719912	524724901	TraesCS5B02G315000	5B	496992218	496995266	1
TraesCS6A02G180100	6A	203521135	203523709	TraesCS6B02G205300	6B	256445920	256448051	1
TraesCS6A02G180100	6A	203521135	203523709	TraesCS6D02G165100	6D	144088898	144091178	1
TraesCS5A02G458900	5A	639181287	639183239	TraesCS5D02G470000	5D	510914268	510916156	1
TraesCS5A02G458900	5A	639181287	639183239	TraesCS5B02G468500	5B	641925983	641927485	1
TraesCS3A02G200400	3A	331616479	331622461	TraesCS3B02G224600	3B	304968095	304973006	1
TraesCS3A02G200400	3A	331616479	331622461	TraesCS3D02G203400	3D	252841636	252846918	1
TraesCS7B02G355400	7B	614295868	614298331	TraesCS7A02G454900	7A	649801152	649803519	1
TraesCS7B02G355400	7B	614295868	614298331	TraesCS7D02G443800	7D	564530474	564532846	1
TraesCS4D02G354300	4D	504197596	504200977	TraesCS5A02G529500	5A	688859604	688863043	1
TraesCS6B02G105900	6B	85787400	85791756	TraesCS6A02G078900	6A	48556992	48561141	1
TraesCS6B02G105900	6B	85787400	85791756	TraesCS6D02G072500	6D	36819044	36823081	1
TraesCS7A02G181100	7A	135901026	135901878	TraesCS7B02G086100	7B	99130273	99131187	1
TraesCS7A02G181100	7A	135901026	135901878	TraesCS7D02G182900	7D	136252840	136253741	1
TraesCS6B02G034000	6B	20482746	20498435					
TraesCS6D02G073900	6D	37734937	37735841	TraesCS6A02G080400	6A	49130896	49132023	1
TraesCS6D02G073900	6D	37734937	37735841	TraesCS6B02G107900	6B	88497503	88498517	1
TraesCS7A02G403000	7A	582638428	582638751					
TraesCS7A02G051900	7A	25101218	25104619					
